title,url,property_type,address,district,city,area_text,bedrooms,bathrooms,price_text,posted_at
"Vũ Tông Phan 50m2 , MT 5m - 2 mặt thoáng  , gần phố kinh doanh online",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/vu-tong-phan-50m2-mt-5m-2-mat-thoang-gan-pho-kinh-doanh-online-id22717770,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,50 m2,6,6,10 tỷ 500 triệu,28/11/2025
"Bán nhà phố Nguyễn Chính 6 tầng thang máy - Gần phố , gần ôtô đỗ",https://mogi.vn/quan-hoang-mai/mua-nha-hem-ngo/ban-nha-pho-nguyen-chinh-6-tang-thang-may-gan-pho-gan-oto-do-id22715603,nha_pho,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Hà Nội,34 m2,3,4,8 tỷ 500 triệu,28/11/2025
"Bán nhà  Định Công Hạ 4 tầng 43m2 , Mặt tiền 6m , ô tô đỗ cổng  8,9 tỷ",https://mogi.vn/quan-hoang-mai/mua-nha-hem-ngo/ban-nha-dinh-cong-ha-4-tang-43m2-mat-tien-6m-o-to-do-cong-8-9-ty-id22714207,nha_mat_pho,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Hà Nội,43 m2,4,4,8 tỷ 900 triệu,28/11/2025
"Nhà mới lô góc Bùi Xương Trạch - 5 tầng 31m2 , Mt 3,5m , 8,3 tỷ",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/nha-moi-lo-goc-bui-xuong-trach-5-tang-31m2-mt-3-5m-8-3-ty-id22714110,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,32 m2,3,5,8 tỷ 300 triệu,28/11/2025
"Bán nhà phố Bùi Xương Trạch 30m2 , 3 tầng , Mt 5,3m giá 6,9 tỷ",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-nha-pho-bui-xuong-trach-30m2-3-tang-mt-5-3m-gia-6-9-ty-id22714098,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,28 m2,3,4,6 tỷ 900 triệu,28/11/2025
"Bán nhà Yên Lãng Đống Đa - 4 tầng 24m Mt 3,4m ,Ngõ nông gần phố 7,5 tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-yen-lang-dong-da-4-tang-24m-mt-3-4m-ngo-nong-gan-pho-7-5-ty-id22712512,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,24 m2,3,4,7 tỷ 500 triệu,28/11/2025
"Bán nhà Văn Chương Đống Đa 5 tầng 32m2 , Mt 4m , Vị trí siêu đẹp",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-van-chuong-dong-da-5-tang-32m2-mt-4m-vi-tri-sieu-dep-id22714227,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,32 m2,3,4,9 tỷ,28/11/2025
"Nhà đẹp Tây Sơn Đống Đa 6 tầng thang máy , thiết kế thông sàn 13,4 tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/nha-dep-tay-son-dong-da-6-tang-thang-may-thiet-ke-thong-san-13-4-ty-id22714210,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,38 m2,3,4,13 tỷ 400 triệu,28/11/2025
"Bán nhà phố Trương Định - 5 tầng 30m2 , Mt 6.2m - 6,9 tỷ",https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-truong-dinh-5-tang-30m2-mt-6-2m-6-9-ty-id22714575,nha_pho,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Hà Nội,29 m2,3,4,6 tỷ 900 triệu,28/11/2025
"Nhà siêu đẹp phố Khâm Thiên 6 tầng thang máy , mặt tiền 6m , giá 12 tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/nha-sieu-dep-pho-kham-thien-6-tang-thang-may-mat-tien-6m-gia-12-ty-id22714633,nha_mat_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,34 m2,3,4,12 tỷ,28/11/2025
"Bán nhà Khương - Trung Thanh Xuân - 4 tầng 30m2 ngõ thông , 10m ra ôtô",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-nha-khuong-trung-thanh-xuan-4-tang-30m2-ngo-thong-10m-ra-oto-id22714634,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,30 m2,3,4,8 tỷ 900 triệu,28/11/2025
"Bán nhà dân xây ngõ chợ Khâm Thiên 4 tầng 47m2 , ngõ nông gần phố",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-dan-xay-ngo-cho-kham-thien-4-tang-47m2-ngo-nong-gan-pho-id22714703,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,48 m2,4,4,9 tỷ 600 triệu,28/11/2025
"Bán nhà phố Trần Quang Diệu , 30m2 , Mt 5m 3 mặt thoáng , ngõ thông",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-pho-tran-quang-dieu-30m2-mt-5m-3-mat-thoang-ngo-thong-id22714711,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,30 m2,2,3,7 tỷ 500 triệu,28/11/2025
"Bán nhà 5 tầng 32m2 mới đẹp ở ngay - Khương Thượng Đống Đa - 8,5 tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-5-tang-32m2-moi-dep-o-ngay-khuong-thuong-dong-da-8-5-ty-id22714776,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,32 m2,3,4,8 tỷ 500 triệu,28/11/2025
"Nhà dân xây Văn Hương, Khâm Thiên, 5 tầng 30m2, Mt 6m, 7,4 tỷ",https://mogi.vn/quan-dong-da/mua-nha-mat-tien-pho/nha-dan-xay-van-huong-kham-thien-5-tang-30m2-mt-6m-7-4-ty-id22715103,nha_mat_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,30 m2,5,5,7 tỷ 400 triệu,28/11/2025
"Pháo Đài Láng 4 tầng 34m2 , Mt 3.5m, ngõ thông gần phố , 9,6 tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/phao-dai-lang-4-tang-34m2-mt-3-5m-ngo-thong-gan-pho-9-6-ty-id22715080,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,34 m2,4,3,9 tỷ 600 triệu,28/11/2025
"Bán nhà phân lô phố Vip Thái Hà, ô tô đỗ cửa, 4 tầng 30m2, Mt 4m",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-phan-lo-pho-vip-thai-ha-o-to-do-cua-4-tang-30m2-mt-4m-id22715111,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,30 m2,3,4,15 tỷ 300 triệu,28/11/2025
"Nhà 6 tầng thang máy phố Tôn Đức Thắng, 28m2, Mt 3m, ngõ nông",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/nha-6-tang-thang-may-pho-ton-duc-thang-28m2-mt-3m-ngo-nong-id22715113,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,28 m2,4,4,11 tỷ,28/11/2025
"Bán nhà phố Thịnh Quang 6 tầng thang máy , 40m2 , Mt 6.4 m, giá 9,9 tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-pho-thinh-quang-6-tang-thang-may-40m2-mt-6-4-m-gia-9-9-ty-id22715750,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,40 m2,4,5,9 tỷ 900 triệu,28/11/2025
"Bán nhà 6 tầng thang máy 34m2 , Mt 3.6m , phố Khâm Thiên 9,8tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-6-tang-thang-may-34m2-mt-3-6m-pho-kham-thien-9-8ty-id22714782,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,35 m2,3,4,9 tỷ 800 triệu,28/11/2025
Bán quần thể nhà phố Định Công Hạ 6 tầng thang máy mặt ngõ ô tô chạy,https://mogi.vn/quan-hoang-mai/mua-nha-hem-ngo/ban-quan-the-nha-pho-dinh-cong-ha-6-tang-thang-may-mat-ngo-o-to-chay-id22715602,nha_pho,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Hà Nội,30 m2,3,4,8 tỷ 900 triệu,28/11/2025
"Bán nhà phố Định Công Thượng 6 tầng thang máy 31m2, Mt 6m , mới ở ngay",https://mogi.vn/quan-hoang-mai/mua-nha-hem-ngo/ban-nha-pho-dinh-cong-thuong-6-tang-thang-may-31m2-mt-6m-moi-o-ngay-id22715578,nha_pho,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Hà Nội,31 m2,4,5,10 tỷ 300 triệu,28/11/2025
"Nhà 2 thoáng 4 tầng phố Khâm Thiên, 33m2, Mt 3m, gần sát phố, 8,5 tỷ",https://mogi.vn/quan-dong-da/mua-nha-mat-tien-pho/nha-2-thoang-4-tang-pho-kham-thien-33m2-mt-3m-gan-sat-pho-8-5-ty-id22715085,nha_mat_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,33 m2,4,3,8 tỷ 500 triệu,28/11/2025
"Bán nhà dân phố Hồng Mai 5 tầng 56m2 - ô chờ thang máy - 9,8 tỷ",https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-dan-pho-hong-mai-5-tang-56m2-o-cho-thang-may-9-8-ty-id22714618,nha_pho,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Hà Nội,56 m2,3,4,9 tỷ 800 triệu,28/11/2025
"Bán nhà mới tinh phố Nguyễn Lương Bằng , 6 tầng thang máy , 9,8 tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-moi-tinh-pho-nguyen-luong-bang-6-tang-thang-may-9-8-ty-id22714674,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,30 m2,3,4,9 tỷ 800 triệu,28/11/2025
Bán nhà phố Phạm Ngọc Thạch Đống Đa - 5 tầng 40m2 - Ô tô đỗ cửa,https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-pho-pham-ngoc-thach-dong-da-5-tang-40m2-o-to-do-cua-id22714687,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,40 m2,4,4,15 tỷ,28/11/2025
"Bán nhà phố Thịnh Quang , 7 tầng thang máy , 40m2 , Mt 5.5m , 15,2 tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-pho-thinh-quang-7-tang-thang-may-40m2-mt-5-5m-15-2-ty-id22714872,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,40 m2,4,2,15 tỷ 200 triệu,28/11/2025
"Căn hộ dịch vụ 57m2 , Mt 4.6m, 10 phòng khép kín, phố Đê La Thành",https://mogi.vn/quan-dong-da/mua-can-ho-dich-vu/can-ho-dich-vu-57m2-mt-4-6m-10-phong-khep-kin-pho-de-la-thanh-id22714994,can_ho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,57 m2,10,10,14 tỷ 500 triệu,28/11/2025
"Bán nhà phố Nguyễn Chính 6 tầng thang máy 34m2, Mt 4.7m , giá 8,5 tỷ",https://mogi.vn/quan-hoang-mai/mua-nha-hem-ngo/ban-nha-pho-nguyen-chinh-6-tang-thang-may-34m2-mt-4-7m-gia-8-5-ty-id22715582,nha_pho,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Hà Nội,34 m2,4,5,8 tỷ 500 triệu,28/11/2025
"Lô góc 5 tầng phố Vương Thừa Vũ 32m2 , Mt 4.8m , ôtô qua nhà",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/lo-goc-5-tang-pho-vuong-thua-vu-32m2-mt-4-8m-oto-qua-nha-id22716016,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,32 m2,3,4,15 tỷ 500 triệu,28/11/2025
"Nhà phân lô 6 tầng thang máy Bùi Xương Trạch ngõ nông gần phố 9,8tỷ",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/nha-phan-lo-6-tang-thang-may-bui-xuong-trach-ngo-nong-gan-pho-9-8ty-id22714095,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,36 m2,3,4,9 tỷ 800 triệu,28/11/2025
"Nhà phân lô Bùi Xương Trạch 5 tầng 40m2 ô tô qua nhà giá 12,5 tỷ",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/nha-phan-lo-bui-xuong-trach-5-tang-40m2-o-to-qua-nha-gia-12-5-ty-id22714113,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,40 m2,4,3,12 tỷ 500 triệu,28/11/2025
"Bán nhà phố Định Công Hạ 6 tầng thang máy - 31m2 , Mt 6m , giá 8,4 tỷ",https://mogi.vn/quan-hoang-mai/mua-nha-hem-ngo/ban-nha-pho-dinh-cong-ha-6-tang-thang-may-31m2-mt-6m-gia-8-4-ty-id22714144,nha_pho,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Hà Nội,31 m2,3,4,8 tỷ 500 triệu,28/11/2025
"Nhà siêu đẹp Thịnh Quang Đống Đa 46m2 , ô tô đỗ cổng , hai thoáng",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/nha-sieu-dep-thinh-quang-dong-da-46m2-o-to-do-cong-hai-thoang-id22714232,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,46 m2,6,3,14 tỷ 800 triệu,28/11/2025
Bán nhà phân lô Văn Chương Đống Đa - 6 tầng thang máy - ô tô đỗ cửa,https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-phan-lo-van-chuong-dong-da-6-tang-thang-may-o-to-do-cua-id22714635,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,31 m2,3,1,13 tỷ 600 triệu,28/11/2025
"Bán nhà lô góc phố Pháo Đài Láng - 6 tầng thang máy 38m2 , Mt 4m",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-lo-goc-pho-phao-dai-lang-6-tang-thang-may-38m2-mt-4m-id22714684,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,38 m2,4,5,12 tỷ 500 triệu,28/11/2025
"Bán nhà dân phố Lê Duẩn, 37m2, Mt 11m , gần hồ , khu vực hiếm, 14 tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-dan-pho-le-duan-37m2-mt-11m-gan-ho-khu-vuc-hiem-14-ty-id22715116,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,38 m2,6,4,14 tỷ,28/11/2025
"Nhà đẹp ở ngay phố Đặng Tiến Đông 5 tầng 49m2, Mt 5,6m, 12 tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/nha-dep-o-ngay-pho-dang-tien-dong-5-tang-49m2-mt-5-6m-12-ty-id22715120,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,50 m2,3,4,12 tỷ,28/11/2025
"Bán nhà vị trí đẹp phố Phương Mai 4 tầng, 41m2, Mt 4m , 13,5 tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-vi-tri-dep-pho-phuong-mai-4-tang-41m2-mt-4m-13-5-ty-id22715124,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,41 m2,4,3,13 tỷ 500 triệu,28/11/2025
"Bán nhà Nguyễn Lương Bằng 6 tầng 33m2, Mt 4m, ngõ ôtô nhỏ, gần phố",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-nguyen-luong-bang-6-tang-33m2-mt-4m-ngo-oto-nho-gan-pho-id22715154,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,33 m2,4,5,15 tỷ,28/11/2025
Nhà dòng tiền 600triệu/năm phố An Trạch 6 tầng 9 phòng khép kín,https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/nha-dong-tien-600trieu-nam-pho-an-trach-6-tang-9-phong-khep-kin-id22715155,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,47 m2,9,9,14 tỷ 800 triệu,28/11/2025
"Bán nhà siêu đẹp Khâm Thiên Đống Đa - 5 tầng ngõ nông , sổ nở hậu",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-sieu-dep-kham-thien-dong-da-5-tang-ngo-nong-so-no-hau-id22714092,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,42 m2,3,4,13 tỷ 800 triệu,28/11/2025
"Bán nhà phố Khương Đình 5 tầng 32m2 , Mt 3m cực thoáng , 30m ra ô tô .",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-nha-pho-khuong-dinh-5-tang-32m2-mt-3m-cuc-thoang-30m-ra-o-to-id22714369,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,30 m2,3,4,8 tỷ 500 triệu,28/11/2025
"Bán nhà phố Khâm Thiên phân khúc hiếm 5 tầng 30m2 , Mt 3m , giá 6,8 tỷ",https://mogi.vn/quan-dong-da/mua-nha-mat-tien-pho/ban-nha-pho-kham-thien-phan-khuc-hiem-5-tang-30m2-mt-3m-gia-6-8-ty-id22714399,nha_mat_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,30 m2,3,4,6 tỷ 800 triệu,28/11/2025
"Bán nhà Khương Thượng dòng tiền 25triệu/tháng 6 tầng , 5 ngủ khép kín",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-khuong-thuong-dong-tien-25trieu-thang-6-tang-5-ngu-khep-kin-id22714408,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,30 m2,5,6,9 tỷ,28/11/2025
"Bán lô góc phố Đặng Văn Ngữ Đống Đa - 21m2 4 tầng ,Mt 3.4m - 6.9 tỷ",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-lo-goc-pho-dang-van-ngu-dong-da-21m2-4-tang-mt-3-4m-6-9-ty-id22714466,nha_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,21 m2,3,4,6 tỷ 900 triệu,28/11/2025
"Bán nhà 6 tầng thang máy phố Văn Chương , Đống Đa , 36m2 , Mt 4m",https://mogi.vn/quan-dong-da/mua-nha-mat-tien-pho/ban-nha-6-tang-thang-may-pho-van-chuong-dong-da-36m2-mt-4m-id22714683,nha_mat_pho,"Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,36 m2,4,4,9 tỷ 800 triệu,28/11/2025
"Bán Nhà siêu đẹp duy nhất ngay mặt phố Bà Triệu, Hà Đông, 115m2",https://mogi.vn/quan-ha-dong/mua-nha-mat-tien-pho/ban-nha-sieu-dep-duy-nhat-ngay-mat-pho-ba-trieu-ha-dong-115m2-id22719521,nha_mat_pho,"Quận Hà Đông, Hà Nội",Quận Hà Đông,Hà Nội,115 m2,4,3,12 tỷ,28/11/2025
"Ô Tô tránh VỈA HÈ, VIP Thanh Xuân, 50m2, KD, MT 4.2m, VIEW Hồ, 15.95 T",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/o-to-tranh-via-he-vip-thanh-xuan-50m2-kd-mt-4-2m-view-ho-15-95-t-id22713874,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,50 m2,5,4,15 tỷ 950 triệu,27/11/2025
"NHÀ ĐẸP – DÂN XÂY, Phố Nguyễn Trãi, gần Phố, 40m2, 5 Tầng, 10.4 Tỷ.",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/nha-dep-dan-xay-pho-nguyen-trai-gan-pho-40m2-5-tang-10-4-ty-id22715208,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,40 m2,5,4,10 tỷ 400 triệu,27/11/2025
"1 nhà ra Phố Vương Thừa Vũ, Ô tô, dân xây mới, 5 Tầng, MT 3.5, 13.6 Tỷ",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/1-nha-ra-pho-vuong-thua-vu-o-to-dan-xay-moi-5-tang-mt-3-5-13-6-ty-id22715033,nha_mat_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,32 m2,4,4,13 tỷ 600 triệu,27/11/2025
"Siêu Phẩm! 20m ra Phố Hoàng Văn Thái, ô tô vào nhà, 47m2, MT 4.1m, 17",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/sieu-pham-20m-ra-pho-hoang-van-thai-o-to-vao-nha-47m2-mt-4-1m-17-id22715004,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,47 m2,5,4,17 tỷ 500 triệu,27/11/2025
"Siêu Phẩm phố Vương Thừa Vũ, Ô Tô, KD, Lô góc 40m2, MT 4.8m, 15 Tỷ.",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/sieu-pham-pho-vuong-thua-vu-o-to-kd-lo-goc-40m2-mt-4-8m-15-ty-id22715058,nha_mat_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,40 m2,4,4,15 tỷ,27/11/2025
"Lô góc 2 mặt ngõ ô tô, Hiếm - Thanh Xuân, 42m2, 5T, Kinh Doanh, 12 Tỷ.",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/lo-goc-2-mat-ngo-o-to-hiem-thanh-xuan-42m2-5t-kinh-doanh-12-ty-id22713892,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,42 m2,6,4,12 tỷ,27/11/2025
"Bán nhà Vương Thừa Vũ, 17PKK ~ 1 Tỷ/năm, gần ô Tô, 53m2, 18.9 Tỷ.",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-nha-vuong-thua-vu-17pkk-1-ty-nam-gan-o-to-53m2-18-9-ty-id22715049,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,53 m2,17,19,18 tỷ 900 triệu,27/11/2025
"Mặt ngõ Khương Trung, ô tô tải tránh, Kinh Doanh, 53m2, 5 Tầng, 16 Tỷ",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/mat-ngo-khuong-trung-o-to-tai-tranh-kinh-doanh-53m2-5-tang-16-ty-id22715015,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,53 m2,6,5,16 tỷ,27/11/2025
"Nhà đẹp, Vũ Tông Phan, Ô Tô, ở, Kinh doanh, Gần Phố, 54m2, MT 5m, 15 T",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/nha-dep-vu-tong-phan-o-to-o-kinh-doanh-gan-pho-54m2-mt-5m-15-t-id22714194,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,54 m2,4,3,15 tỷ,27/11/2025
"Bán gấp nhà Khương Đình, Ô tô gần, gần hồ, 51m2, MT 4m, 12.8 Tỷ.",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-gap-nha-khuong-dinh-o-to-gan-gan-ho-51m2-mt-4m-12-8-ty-id22715028,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,51 m2,5,4,12 tỷ 800 triệu,27/11/2025
"View Trường học,  Phố Khương Đình, 62m2, 5 Tầng, gần hồ, gần ô tô, 17.",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/view-truong-hoc-pho-khuong-dinh-62m2-5-tang-gan-ho-gan-o-to-17-id22714866,nha_mat_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,62 m2,6,4,17 tỷ 500 triệu,27/11/2025
"VIEW Royal CiTy, Phố Nguyễn Trãi, 35m2, Ô tô tránh vỉa hè, KD, Gần Phố",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/view-royal-city-pho-nguyen-trai-35m2-o-to-tranh-via-he-kd-gan-pho-id22714047,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,35 m2,5,4,14 tỷ,27/11/2025
"Siêu Phẩm! Phố Hoàng Văn Thái, Gara Ô Tô 7 chỗ, 2 Thoáng, 46m2, 5T, 18",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/sieu-pham-pho-hoang-van-thai-gara-o-to-7-cho-2-thoang-46m2-5t-18-id22714031,nha_mat_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,46 m2,5,4,18 tỷ 900 triệu,27/11/2025
"Cực Hiếm! Hoàng Đạo Thành, Ô Tô vào nhà, 7 Tầng Thang máy, 50m2, 19 Tỷ",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/cuc-hiem-hoang-dao-thanh-o-to-vao-nha-7-tang-thang-may-50m2-19-ty-id22714178,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,49 m2,5,4,19 tỷ,27/11/2025
"CỰC HIẾM! Bán nhà Thượng Đình Thanh Xuân, ô tô, LÔ GÓC, 46m2, 18.5 Tỷ.",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/cuc-hiem-ban-nha-thuong-dinh-thanh-xuan-o-to-lo-goc-46m2-18-5-ty-id22713876,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,46 m2,5,4,18 tỷ 500 triệu,27/11/2025
"Siêu Phẩm! Mặt Phố Bùi Xương Trạch, Kinh Doanh, 6T Thang Máy, 34m2,",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/sieu-pham-mat-pho-bui-xuong-trach-kinh-doanh-6t-thang-may-34m2-id22714879,nha_mat_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,34 m2,4,4,12 tỷ 300 triệu,27/11/2025
"Siêu Hiếm!Phố Tô Vĩnh Diện, Ô tô, 20m ra Phố, 48m2, MT 4,4m, 16 Tỷ.",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/sieu-hiem-pho-to-vinh-dien-o-to-20m-ra-pho-48m2-mt-4-4m-16-ty-id22714000,nha_mat_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,48 m2,5,3,16 tỷ,27/11/2025
"Siêu Phẩm Thanh Xuân, GARA 7 chỗ, 10m ra Hồ, 50m2, 15.5 Tỷ - Sổ Vuông",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/sieu-pham-thanh-xuan-gara-7-cho-10m-ra-ho-50m2-15-5-ty-so-vuong-id22715277,nha_pho,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội,50 m2,6,5,15 tỷ 500 triệu,27/11/2025
