area,district,property_type,price,listing_type,price_text
33.0,Quận Bắc Từ Liêm,dat,5500000000,ban,"5,5 tỷ"
91.6999,Huyện Mỹ Đức,dat,1400000000,ban,"1,4 tỷ"
66.0,Huyện Đông Anh,khac,5000000000,ban,5 tỷ
431.0,Huyện Quốc Oai,dat,8000000,ban,8 triệu/tháng
100.0,Huyện Thạch Thất,dat,3300000000,ban,"3,3 tỷ"
32.0,Quận Bắc Từ Liêm,dat,8800000000,ban,"8,8 tỷ"
95.0,Huyện Thạch Thất,dat,2950000000,ban,"2,95 tỷ"
100.0,Huyện Quốc Oai,dat,2500000000,ban,"2,5 tỷ"
70.0,Quận Long Biên,dat,25000000000,ban,25 tỷ
68.0,Quận Cầu Giấy,dat,16000000000,ban,16 tỷ
124.0,Huyện Phúc Thọ,dat,7500000000,ban,"7,5 tỷ"
169.0,Huyện Mê Linh,dat,11800000000,ban,"11,8 tỷ"
32.0,Huyện Gia Lâm,khac,7360000000,ban,"7,36 tỷ"
85.0,Huyện Gia Lâm,dat,4600000000,ban,"4,6 tỷ"
113.0,Huyện Thạch Thất,dat,3955000000,ban,"3,955 tỷ"
55.0,Huyện Hoài Đức,dat,5200000000,ban,"5,2 tỷ"
100.0,Huyện Quốc Oai,dat,3000000000,ban,3 tỷ
80.0,Huyện Chương Mỹ,dat,1700000000,ban,"1,7 tỷ"
240.0,Huyện Đông Anh,dat,15000000,ban,15 triệu/tháng
110.0,Huyện Thạch Thất,dat,3000000000,ban,3 tỷ
100.0,Huyện Phúc Thọ,dat,6500000000,ban,"6,5 tỷ"
100.0,Thị xã Sơn Tây,dat,2000000000,ban,2 tỷ
77.0,Huyện Sóc Sơn,dat,2150000000,ban,"2,15 tỷ"
140.0,Huyện Gia Lâm,khac,13500000000,ban,"13,5 tỷ"
52.0,Huyện Thanh Trì,dat,7500000000,ban,"7,5 tỷ"
400.0,Quận Long Biên,dat,1200000000,ban,"1,2 tỷ"
927.0,Huyện Ba Vì,dat,5100000000,ban,"5,1 tỷ"
85.0,Huyện Đông Anh,khac,6600000000,ban,"6,6 tỷ"
78.9,Huyện Chương Mỹ,dat,2150000000,ban,"2,15 tỷ"
100.0,Huyện Quốc Oai,dat,3100000000,ban,"3,1 tỷ"
32.0,Quận Hà Đông,khac,7300000000,ban,"7,3 tỷ"
451.0,Huyện Quốc Oai,khac,9909000000,ban,"9,909 tỷ"
335.2,Huyện Quốc Oai,dat,6780000000,ban,"6,78 tỷ"
120.0,Huyện Phú Xuyên,dat,120000000,ban,120 triệu
100.0,Huyện Chương Mỹ,khac,2100000000,ban,"2,1 tỷ"
50.0,Huyện Đan Phượng,dat,7100000000,ban,"7,1 tỷ"
50.0,Quận Hoàng Mai,dat,22000000000,ban,22 tỷ
100.0,Huyện Quốc Oai,dat,3600000000,ban,"3,6 tỷ"
80.0,Quận Nam Từ Liêm,khac,6000000,ban,6 triệu/tháng
155.0,Quận Nam Từ Liêm,dat,65000000000,ban,65 tỷ
85.0,Quận Long Biên,dat,17000000000,ban,17 tỷ
72.0,Thị xã Sơn Tây,dat,1250000000,ban,"1,25 tỷ"
78.0,Huyện Chương Mỹ,khac,4300000000,ban,"4,3 tỷ"
,Quận Tây Hồ,khac,215000000,thue,215.000.000 đ
,Quận Hoàng Mai,khac,320000000,thue,320.000.000 đ
,Quận Hoàng Mai,khac,412000000,thue,412.000.000 đ
,Quận Long Biên,khac,1190000000,thue,1.190.000.000 đ
,Quận Nam Từ Liêm,khac,630000000,thue,630.000.000 đ
,Quận Thanh Xuân,khac,450000000,thue,450.000.000 đ
,Quận Thanh Xuân,khac,410000000,thue,410.000.000 đ
,Quận Cầu Giấy,khac,1090000000,thue,1.090.000.000 đ
,Quận Thanh Xuân,khac,580000000,thue,580.000.000 đ
,Huyện Thanh Trì,khac,498000000,thue,498.000.000 đ
,Quận Cầu Giấy,khac,435000000,thue,435.000.000 đ
,Huyện Thanh Trì,khac,458000000,thue,458.000.000 đ
,Quận Thanh Xuân,khac,510000000,thue,510.000.000 đ
,Quận Nam Từ Liêm,khac,615000000,thue,615.000.000 đ
,Huyện Thanh Trì,khac,285000000,thue,285.000.000 đ
,Quận Tây Hồ,khac,1220000000,thue,1.220.000.000 đ
,Quận Thanh Xuân,khac,435000000,thue,435.000.000 đ
,Quận Long Biên,khac,1020000000,thue,1.020.000.000 đ
,Quận Hà Đông,khac,375000000,thue,375.000.000 đ
,Quận Nam Từ Liêm,khac,415000000,thue,415.000.000 đ
,Quận Nam Từ Liêm,khac,528000000,thue,528.000.000 đ
,Quận Cầu Giấy,khac,699000000,thue,699.000.000 đ
,Quận Thanh Xuân,khac,268000000,thue,268.000.000 đ
,Huyện Sóc Sơn,khac,300000000,thue,300.000.000 đ
,Quận Nam Từ Liêm,khac,390000000,thue,390.000.000 đ
,Quận Cầu Giấy,khac,1075000000,thue,1.075.000.000 đ
,Quận Cầu Giấy,khac,999000000,thue,999.000.000 đ
,Quận Nam Từ Liêm,khac,375000000,thue,375.000.000 đ
,Quận Nam Từ Liêm,khac,880000000,thue,880.000.000 đ
,Quận Hà Đông,khac,535000000,thue,535.000.000 đ
,Quận Cầu Giấy,khac,1115000000,thue,1.115.000.000 đ
,Thị xã Sơn Tây,khac,820000000,thue,820.000.000 đ
,Quận Nam Từ Liêm,khac,656000000,thue,656.000.000 đ
,Quận Cầu Giấy,khac,669000000,thue,669.000.000 đ
,Quận Hoàng Mai,khac,750000000,thue,750.000.000 đ
,Quận Nam Từ Liêm,khac,368000000,thue,368.000.000 đ
,Quận Cầu Giấy,khac,718000000,thue,718.000.000 đ
,Quận Cầu Giấy,khac,410000000,thue,410.000.000 đ
,Quận Bắc Từ Liêm,khac,448000000,thue,448.000.000 đ
,Quận Nam Từ Liêm,khac,415000000,thue,415.000.000 đ
,Quận Long Biên,khac,2459000000,thue,2.459.000.000 đ
,Quận Long Biên,khac,1075000000,thue,1.075.000.000 đ
,Quận Long Biên,khac,1197000000,thue,1.197.000.000 đ
,Quận Thanh Xuân,khac,358000000,thue,358.000.000 đ
,Quận Nam Từ Liêm,khac,486000000,thue,486.000.000 đ
,Quận Long Biên,khac,560000000,thue,560.000.000 đ
,Quận Long Biên,khac,608000000,thue,608.000.000 đ
,Quận Thanh Xuân,khac,395000000,thue,395.000.000 đ
,Quận Hà Đông,khac,855000000,thue,855.000.000 đ
,Quận Thanh Xuân,khac,666000000,thue,666.000.000 đ
,Quận Bắc Từ Liêm,khac,17000000,thue,17.000.000 đ
,Quận Nam Từ Liêm,khac,339000000,thue,339.000.000 đ
,Quận Thanh Xuân,khac,1220000000,thue,1.220.000.000 đ
,Quận Thanh Xuân,khac,585000000,thue,585.000.000 đ
,Quận Hà Đông,khac,385000000,thue,385.000.000 đ
,Quận Nam Từ Liêm,khac,1839000000,thue,1.839.000.000 đ
,Quận Nam Từ Liêm,khac,1389000000,thue,1.389.000.000 đ
,Quận Long Biên,khac,779000000,thue,779.000.000 đ
,Quận Cầu Giấy,khac,550000000,thue,550.000.000 đ
,Quận Long Biên,khac,395000000,thue,395.000.000 đ
,Quận Nam Từ Liêm,khac,2439000000,thue,2.439.000.000 đ
,Quận Long Biên,khac,445000000,thue,445.000.000 đ
,Quận Hai Bà Trưng,khac,190000000,thue,190.000.000 đ
,Quận Cầu Giấy,khac,775000000,thue,775.000.000 đ
,Quận Long Biên,khac,595000000,thue,595.000.000 đ
,Quận Tây Hồ,khac,490000000,thue,490.000.000 đ
,Huyện Thanh Trì,khac,295000000,thue,295.000.000 đ
,Quận Long Biên,khac,250000000,thue,250.000.000 đ
,Quận Hai Bà Trưng,khac,783000000,thue,783.000.000 đ
,Quận Long Biên,khac,525000000,thue,525.000.000 đ
,Quận Cầu Giấy,khac,415000000,thue,415.000.000 đ
,Quận Long Biên,khac,1580000000,thue,1.580.000.000 đ
,Quận Tây Hồ,khac,190000000,thue,190.000.000 đ
,Huyện Mê Linh,khac,460000000,thue,460.000.000 đ
,Quận Long Biên,khac,365000000,thue,365.000.000 đ
,Quận Tây Hồ,khac,680000000,thue,680.000.000 đ
,Quận Long Biên,khac,495000000,thue,495.000.000 đ
,Quận Hà Đông,khac,388000000,thue,388.000.000 đ
,Quận Long Biên,khac,565000000,thue,565.000.000 đ
,Huyện Hoài Đức,khac,643000000,thue,643.000.000 đ
,Quận Hà Đông,khac,1130000000,thue,1.130.000.000 đ
,Quận Hà Đông,khac,345000000,thue,345.000.000 đ
,Quận Cầu Giấy,khac,55000000,thue,55.000.000 đ
,Quận Long Biên,khac,585000000,thue,585.000.000 đ
,Quận Cầu Giấy,khac,649000000,thue,649.000.000 đ
,Quận Cầu Giấy,khac,89000000,thue,89.000.000 đ
,Quận Long Biên,khac,550000000,thue,550.000.000 đ
,Quận Cầu Giấy,khac,18000000,thue,18.000.000 đ
,Quận Nam Từ Liêm,khac,199000000,thue,199.000.000 đ
,Quận Cầu Giấy,khac,32000000,thue,32.000.000 đ
,Huyện Hoài Đức,khac,445000000,thue,445.000.000 đ
,Huyện Hoài Đức,khac,498000000,thue,498.000.000 đ
,Quận Long Biên,khac,630000000,thue,630.000.000 đ
,Quận Cầu Giấy,khac,185000000,thue,185.000.000 đ
,Quận Hà Đông,khac,770000000,thue,770.000.000 đ
,Quận Bắc Từ Liêm,khac,695000000,thue,695.000.000 đ
,Quận Cầu Giấy,khac,120000000,thue,120.000.000 đ
,Quận Long Biên,khac,710000000,thue,710.000.000 đ
,Quận Nam Từ Liêm,khac,325000000,thue,325.000.000 đ
,Quận Hoàng Mai,khac,580000000,thue,580.000.000 đ
,Quận Tây Hồ,khac,405000000,thue,405.000.000 đ
,Quận Long Biên,khac,910000000,thue,910.000.000 đ
,Quận Nam Từ Liêm,khac,595000000,thue,595.000.000 đ
,Quận Nam Từ Liêm,khac,395000000,thue,395.000.000 đ
,Huyện Đông Anh,khac,230000000,thue,230.000.000 đ
,Quận Long Biên,khac,999000000,thue,999.000.000 đ
,Quận Nam Từ Liêm,khac,655000000,thue,655.000.000 đ
,Quận Nam Từ Liêm,khac,498000000,thue,498.000.000 đ
,Quận Thanh Xuân,khac,575000000,thue,575.000.000 đ
,Huyện Đông Anh,khac,80000000,thue,80.000.000 đ
,Quận Long Biên,khac,639000000,thue,639.000.000 đ
,Quận Thanh Xuân,khac,300000000,thue,300.000.000 đ
,Quận Nam Từ Liêm,khac,1060000000,thue,1.060.000.000 đ
,Quận Cầu Giấy,khac,925000000,thue,925.000.000 đ
,Quận Long Biên,khac,650000000,thue,650.000.000 đ
,Quận Long Biên,khac,259000000,thue,259.000.000 đ
,Quận Bắc Từ Liêm,khac,218000000,thue,218.000.000 đ
,Quận Hoàng Mai,khac,265000000,thue,265.000.000 đ
,Quận Nam Từ Liêm,khac,905000000,thue,905.000.000 đ
,Quận Cầu Giấy,khac,690000000,thue,690.000.000 đ
,Quận Tây Hồ,khac,445000000,thue,445.000.000 đ
,Huyện Thanh Trì,khac,265000000,thue,265.000.000 đ
,Quận Tây Hồ,khac,385000000,thue,385.000.000 đ
,Quận Bắc Từ Liêm,khac,445000000,thue,445.000.000 đ
,Huyện Chương Mỹ,khac,239999999,thue,239.999.999 đ
,Quận Thanh Xuân,khac,533000000,thue,533.000.000 đ
,Huyện Hoài Đức,khac,439000000,thue,439.000.000 đ
,Quận Long Biên,khac,429000000,thue,429.000.000 đ
,Quận Cầu Giấy,khac,245000000,thue,245.000.000 đ
,Quận Cầu Giấy,khac,663000000,thue,663.000.000 đ
,Huyện Thường Tín,khac,88000000,thue,88.000.000 đ
,Quận Nam Từ Liêm,khac,205000000,thue,205.000.000 đ
,Quận Hà Đông,khac,175000000,thue,175.000.000 đ
,Quận Thanh Xuân,khac,758000000,thue,758.000.000 đ
,Huyện Hoài Đức,khac,282000000,thue,282.000.000 đ
,Quận Long Biên,khac,515000000,thue,515.000.000 đ
,Quận Cầu Giấy,khac,1220000000,thue,1.220.000.000 đ
,Quận Long Biên,khac,704000000,thue,704.000.000 đ
,Quận Nam Từ Liêm,khac,670000000,thue,670.000.000 đ
,Quận Thanh Xuân,khac,550000000,thue,550.000.000 đ
,Quận Bắc Từ Liêm,khac,6400000000,thue,6.400.000.000 đ
,Quận Cầu Giấy,khac,309000000,thue,309.000.000 đ
,Quận Tây Hồ,khac,380000000,thue,380.000.000 đ
,Quận Cầu Giấy,khac,510000000,thue,510.000.000 đ
,Quận Cầu Giấy,khac,409000000,thue,409.000.000 đ
,Huyện Đông Anh,khac,195000000,thue,195.000.000 đ
,Quận Cầu Giấy,khac,1199000000,thue,1.199.000.000 đ
,Quận Ba Đình,khac,450000000,thue,450.000.000 đ
,Quận Đống Đa,khac,460000000,thue,460.000.000 đ
,Quận Thanh Xuân,khac,505000000,thue,505.000.000 đ
,Quận Bắc Từ Liêm,khac,460000000,thue,460.000.000 đ
,Quận Hà Đông,khac,398000000,thue,398.000.000 đ
,Quận Hà Đông,khac,230000000,thue,230.000.000 đ
,Quận Nam Từ Liêm,khac,275000000,thue,275.000.000 đ
,Quận Long Biên,khac,412000000,thue,412.000.000 đ
,Huyện Chương Mỹ,khac,286000000,thue,286.000.000 đ
,Quận Bắc Từ Liêm,khac,975000000,thue,975.000.000 đ
,Quận Hai Bà Trưng,khac,95000000,thue,95.000.000 đ
,Quận Long Biên,khac,550000000,thue,550.000.000 đ
,Quận Nam Từ Liêm,khac,230000000,thue,230.000.000 đ
,Quận Tây Hồ,khac,319000000,thue,319.000.000 đ
,Quận Tây Hồ,khac,320000000,thue,320.000.000 đ
,Quận Nam Từ Liêm,khac,610000000,thue,610.000.000 đ
,Quận Hai Bà Trưng,khac,285000000,thue,285.000.000 đ
,Quận Hoàng Mai,khac,135000000,thue,135.000.000 đ
,Quận Long Biên,khac,520000000,thue,520.000.000 đ
,Huyện Thanh Trì,khac,295000000,thue,295.000.000 đ
,Quận Nam Từ Liêm,khac,265000000,thue,265.000.000 đ
,Huyện Chương Mỹ,khac,9876543,thue,9.876.543 đ
,Quận Nam Từ Liêm,khac,499000000,thue,499.000.000 đ
,Quận Hai Bà Trưng,khac,595000000,thue,595.000.000 đ
,Quận Cầu Giấy,khac,435000000,thue,435.000.000 đ
,Huyện Thanh Trì,khac,525000000,thue,525.000.000 đ
,Quận Bắc Từ Liêm,khac,259000000,thue,259.000.000 đ
,Quận Hà Đông,khac,380000000,thue,380.000.000 đ
,Quận Nam Từ Liêm,khac,290000000,thue,290.000.000 đ
,Quận Hoàng Mai,khac,278000000,thue,278.000.000 đ
,Quận Bắc Từ Liêm,khac,335000000,thue,335.000.000 đ
,Quận Long Biên,khac,192000000,thue,192.000.000 đ
,Quận Hà Đông,khac,380000000,thue,380.000.000 đ
,Quận Nam Từ Liêm,khac,510000000,thue,510.000.000 đ
,Quận Long Biên,khac,385000000,thue,385.000.000 đ
,Quận Nam Từ Liêm,khac,1130000000,thue,1.130.000.000 đ
,Quận Cầu Giấy,khac,256000000,thue,256.000.000 đ
,Quận Cầu Giấy,khac,61000000,thue,61.000.000 đ
,Quận Long Biên,khac,660000000,thue,660.000.000 đ
,Quận Hà Đông,khac,530000000,thue,530.000.000 đ
,Quận Nam Từ Liêm,khac,560000000,thue,560.000.000 đ
,Quận Hà Đông,khac,318000000,thue,318.000.000 đ
,Quận Cầu Giấy,khac,156000000,thue,156.000.000 đ
,Quận Hà Đông,khac,1140000000,thue,1.140.000.000 đ
,Huyện Sóc Sơn,khac,175000000,thue,175.000.000 đ
,Huyện Thanh Trì,khac,265000000,thue,265.000.000 đ
,Quận Nam Từ Liêm,khac,556000000,thue,556.000.000 đ
,Quận Hoàng Mai,khac,59000000,thue,59.000.000 đ
,Huyện Thanh Oai,khac,620000000,thue,620.000.000 đ
,Quận Cầu Giấy,khac,295000000,thue,295.000.000 đ
,Quận Cầu Giấy,khac,750000000,thue,750.000.000 đ
,Huyện Sóc Sơn,khac,368000000,thue,368.000.000 đ
,Quận Long Biên,khac,545000000,thue,545.000.000 đ
,Huyện Đông Anh,khac,220000000,thue,220.000.000 đ
,Quận Thanh Xuân,khac,430000000,thue,430.000.000 đ
,Quận Thanh Xuân,khac,530000000,thue,530.000.000 đ
,Quận Nam Từ Liêm,khac,370000000,thue,370.000.000 đ
,Quận Cầu Giấy,khac,699000000,thue,699.000.000 đ
,Huyện Thanh Oai,khac,275000000,thue,275.000.000 đ
,Quận Nam Từ Liêm,khac,69000000,thue,69.000.000 đ
,Quận Cầu Giấy,khac,355000000,thue,355.000.000 đ
,Quận Cầu Giấy,khac,645000000,thue,645.000.000 đ
,Quận Thanh Xuân,khac,40000000,thue,40.000.000 đ
,Quận Long Biên,khac,345000000,thue,345.000.000 đ
,Huyện Thanh Trì,khac,129000000,thue,129.000.000 đ
,Quận Cầu Giấy,khac,775000000,thue,775.000.000 đ
,Quận Long Biên,khac,340000000,thue,340.000.000 đ
,Quận Nam Từ Liêm,khac,118000000,thue,118.000.000 đ
,Quận Cầu Giấy,khac,485000000,thue,485.000.000 đ
,Quận Cầu Giấy,khac,775000000,thue,775.000.000 đ
,Quận Hà Đông,khac,670000000,thue,670.000.000 đ
,Quận Cầu Giấy,khac,235000000,thue,235.000.000 đ
,Quận Cầu Giấy,khac,915000000,thue,915.000.000 đ
,Quận Cầu Giấy,khac,990000000,thue,990.000.000 đ
,Quận Hà Đông,khac,579000000,thue,579.000.000 đ
,Quận Long Biên,khac,235000000,thue,235.000.000 đ
,Quận Hoàng Mai,khac,465000000,thue,465.000.000 đ
,Quận Cầu Giấy,khac,639000000,thue,639.000.000 đ
,Quận Hà Đông,khac,609000000,thue,609.000.000 đ
,Quận Nam Từ Liêm,khac,545000000,thue,545.000.000 đ
,Quận Đống Đa,khac,445000000,thue,445.000.000 đ
,Quận Đống Đa,khac,440000000,thue,440.000.000 đ
,Huyện Đông Anh,khac,215000000,thue,215.000.000 đ
,Quận Cầu Giấy,khac,635000000,thue,635.000.000 đ
,Quận Cầu Giấy,khac,445000000,thue,445.000.000 đ
,Quận Hà Đông,khac,285000000,thue,285.000.000 đ
,Quận Bắc Từ Liêm,khac,99000000,thue,99.000.000 đ
,Quận Thanh Xuân,khac,799000000,thue,799.000.000 đ
,Huyện Đông Anh,khac,550000000,thue,550.000.000 đ
,Quận Thanh Xuân,khac,1399000000,thue,1.399.000.000 đ
,Quận Cầu Giấy,khac,285000000,thue,285.000.000 đ
,Huyện Đông Anh,khac,366000000,thue,366.000.000 đ
,Quận Bắc Từ Liêm,khac,279000000,thue,279.000.000 đ
,Quận Nam Từ Liêm,khac,895000000,thue,895.000.000 đ
,Quận Thanh Xuân,khac,826000000,thue,826.000.000 đ
,Huyện Hoài Đức,khac,1215000000,thue,1.215.000.000 đ
,Quận Cầu Giấy,khac,799000000,thue,799.000.000 đ
,Quận Hoàng Mai,khac,490000000,thue,490.000.000 đ
,Quận Thanh Xuân,khac,835000000,thue,835.000.000 đ
,Quận Cầu Giấy,khac,735000000,thue,735.000.000 đ
,Quận Hoàng Mai,khac,410000000,thue,410.000.000 đ
,Huyện Phúc Thọ,khac,380000000,thue,380.000.000 đ
,Quận Thanh Xuân,khac,159000000,thue,159.000.000 đ
,Quận Cầu Giấy,khac,395000000,thue,395.000.000 đ
,Quận Tây Hồ,khac,654000000,thue,654.000.000 đ
,Quận Hoàng Mai,khac,365000000,thue,365.000.000 đ
,Quận Bắc Từ Liêm,khac,3680000000,thue,3.680.000.000 đ
,Quận Hà Đông,khac,222000000,thue,222.000.000 đ
,Quận Long Biên,khac,820000000,thue,820.000.000 đ
,Quận Bắc Từ Liêm,khac,790000000,thue,790.000.000 đ
,Quận Cầu Giấy,khac,455000000,thue,455.000.000 đ
,Quận Hoàng Mai,khac,390000000,thue,390.000.000 đ
,Quận Cầu Giấy,khac,1185000000,thue,1.185.000.000 đ
,Quận Cầu Giấy,khac,615000000,thue,615.000.000 đ
,Quận Hoàng Mai,khac,293000000,thue,293.000.000 đ
,Quận Thanh Xuân,khac,218000000,thue,218.000.000 đ
,Huyện Đông Anh,khac,400000000,thue,400.000.000 đ
,Quận Cầu Giấy,khac,315000000,thue,315.000.000 đ
,Quận Cầu Giấy,khac,230000000,thue,230.000.000 đ
,Quận Cầu Giấy,khac,918000000,thue,918.000.000 đ
,Quận Hoàng Mai,khac,345000000,thue,345.000.000 đ
,Quận Cầu Giấy,khac,230000000,thue,230.000.000 đ
,Quận Nam Từ Liêm,khac,435000000,thue,435.000.000 đ
,Quận Cầu Giấy,khac,635000000,thue,635.000.000 đ
,Quận Cầu Giấy,khac,429000000,thue,429.000.000 đ
,Quận Cầu Giấy,khac,1279000000,thue,1.279.000.000 đ
,Quận Cầu Giấy,khac,550000000,thue,550.000.000 đ
,Quận Cầu Giấy,khac,699000000,thue,699.000.000 đ
,Quận Cầu Giấy,khac,785000000,thue,785.000.000 đ
,Quận Hoàng Mai,khac,388000000,thue,388.000.000 đ
,Quận Nam Từ Liêm,khac,668000000,thue,668.000.000 đ
,Quận Cầu Giấy,khac,1075000000,thue,1.075.000.000 đ
,Quận Cầu Giấy,khac,485000000,thue,485.000.000 đ
,Huyện Đông Anh,khac,190000000,thue,190.000.000 đ
,Quận Cầu Giấy,khac,859000000,thue,859.000.000 đ
,Quận Hoàng Mai,khac,440000000,thue,440.000.000 đ
,Quận Cầu Giấy,khac,405000000,thue,405.000.000 đ
,Quận Cầu Giấy,khac,1183000000,thue,1.183.000.000 đ
,Quận Long Biên,khac,695000000,thue,695.000.000 đ
,Quận Hà Đông,khac,535000000,thue,535.000.000 đ
,Quận Long Biên,khac,659000000,thue,659.000.000 đ
,Quận Thanh Xuân,khac,595000000,thue,595.000.000 đ
,Quận Hà Đông,khac,195000000,thue,195.000.000 đ
,Quận Hà Đông,khac,168000000,thue,168.000.000 đ
,Quận Thanh Xuân,khac,550000000,thue,550.000.000 đ
,Quận Long Biên,khac,1010000000,thue,1.010.000.000 đ
,Quận Tây Hồ,khac,319000000,thue,319.000.000 đ
,Quận Long Biên,khac,1010000000,thue,1.010.000.000 đ
,Quận Bắc Từ Liêm,khac,58000000,thue,58.000.000 đ
,Quận Thanh Xuân,khac,195000000,thue,195.000.000 đ
,Huyện Thanh Trì,khac,1790000000,thue,1.790.000.000 đ
,Huyện Đông Anh,khac,175000000,thue,175.000.000 đ
,Quận Cầu Giấy,khac,230000000,thue,230.000.000 đ
,Quận Long Biên,khac,538000000,thue,538.000.000 đ
,Quận Long Biên,khac,550000000,thue,550.000.000 đ
,Quận Cầu Giấy,khac,260000000,thue,260.000.000 đ
,Huyện Phúc Thọ,khac,265000000,thue,265.000.000 đ
,Quận Cầu Giấy,khac,465000000,thue,465.000.000 đ
,Quận Cầu Giấy,khac,385000000,thue,385.000.000 đ
,Quận Cầu Giấy,khac,499000000,thue,499.000.000 đ
,Quận Bắc Từ Liêm,khac,180000000,thue,180.000.000 đ
,Quận Bắc Từ Liêm,khac,250000000,thue,250.000.000 đ
,Quận Cầu Giấy,khac,270000000,thue,270.000.000 đ
,Quận Nam Từ Liêm,khac,450000000,thue,450.000.000 đ
,Huyện Thanh Trì,khac,437000000,thue,437.000.000 đ
,Quận Hà Đông,khac,550000000,thue,550.000.000 đ
,Thị xã Sơn Tây,khac,435000000,thue,435.000.000 đ
,Huyện Đông Anh,khac,229000000,thue,229.000.000 đ
,Quận Hà Đông,khac,72727272,thue,72.727.272 đ
,Quận Hà Đông,khac,470000000,thue,470.000.000 đ
,Quận Cầu Giấy,khac,365000000,thue,365.000.000 đ
,Quận Bắc Từ Liêm,khac,545000000,thue,545.000.000 đ
,Quận Hà Đông,khac,375000000,thue,375.000.000 đ
,Quận Long Biên,khac,644000000,thue,644.000.000 đ
,Quận Long Biên,khac,149000000,thue,149.000.000 đ
,Quận Nam Từ Liêm,khac,259000000,thue,259.000.000 đ
,Quận Nam Từ Liêm,khac,105000000,thue,105.000.000 đ
,Quận Hoàng Mai,khac,399000000,thue,399.000.000 đ
,Quận Long Biên,khac,819000000,thue,819.000.000 đ
,Quận Nam Từ Liêm,khac,375000000,thue,375.000.000 đ
,Quận Nam Từ Liêm,khac,573000000,thue,573.000.000 đ
,Huyện Đông Anh,khac,150000000,thue,150.000.000 đ
,Quận Long Biên,khac,358000000,thue,358.000.000 đ
,Quận Hoàng Mai,khac,265000000,thue,265.000.000 đ
,Quận Hoàng Mai,khac,335000000,thue,335.000.000 đ
,Quận Hoàng Mai,khac,265000000,thue,265.000.000 đ
,Quận Cầu Giấy,khac,378000000,thue,378.000.000 đ
,Quận Long Biên,khac,386000000,thue,386.000.000 đ
,Huyện Hoài Đức,khac,468000000,thue,468.000.000 đ
,Quận Long Biên,khac,158000000,thue,158.000.000 đ
,Quận Long Biên,khac,460000000,thue,460.000.000 đ
,Quận Long Biên,khac,775000000,thue,775.000.000 đ
,Quận Long Biên,khac,868000000,thue,868.000.000 đ
,Quận Long Biên,khac,645000000,thue,645.000.000 đ
,Quận Long Biên,khac,445000000,thue,445.000.000 đ
,Huyện Sóc Sơn,khac,245000000,thue,245.000.000 đ
,Quận Long Biên,khac,875000000,thue,875.000.000 đ
,Quận Long Biên,khac,975000000,thue,975.000.000 đ
,Quận Hoàng Mai,khac,180000000,thue,180.000.000 đ
,Quận Thanh Xuân,khac,785000000,thue,785.000.000 đ
,Quận Hà Đông,khac,500000000,thue,500.000.000 đ
,Huyện Hoài Đức,khac,265000000,thue,265.000.000 đ
,Quận Nam Từ Liêm,khac,395000000,thue,395.000.000 đ
,Quận Bắc Từ Liêm,khac,1190000000,thue,1.190.000.000 đ
,Quận Nam Từ Liêm,khac,348000000,thue,348.000.000 đ
,Quận Bắc Từ Liêm,khac,1199000000,thue,1.199.000.000 đ
,Quận Thanh Xuân,khac,839000000,thue,839.000.000 đ
,Quận Bắc Từ Liêm,khac,1430000000,thue,1.430.000.000 đ
,Quận Nam Từ Liêm,khac,360000000,thue,360.000.000 đ
,Quận Thanh Xuân,khac,269000000,thue,269.000.000 đ
,Quận Bắc Từ Liêm,khac,1666000000,thue,1.666.000.000 đ
,Quận Thanh Xuân,khac,585000000,thue,585.000.000 đ
,Huyện Đông Anh,khac,115000000,thue,115.000.000 đ
,Huyện Đông Anh,khac,93500000,thue,93.500.000 đ
,Quận Thanh Xuân,khac,935000000,thue,935.000.000 đ
,Quận Bắc Từ Liêm,khac,350000000,thue,350.000.000 đ
,Quận Thanh Xuân,khac,405000000,thue,405.000.000 đ
,Huyện Đông Anh,khac,210000000,thue,210.000.000 đ
,Quận Thanh Xuân,khac,559000000,thue,559.000.000 đ
,Quận Long Biên,khac,365000000,thue,365.000.000 đ
,Huyện Đông Anh,khac,510000000,thue,510.000.000 đ
,Quận Bắc Từ Liêm,khac,155000000,thue,155.000.000 đ
,Huyện Quốc Oai,khac,438000000,thue,438.000.000 đ
,Quận Long Biên,khac,739000000,thue,739.000.000 đ
,Huyện Đông Anh,khac,279000000,thue,279.000.000 đ
,Quận Bắc Từ Liêm,khac,295000000,thue,295.000.000 đ
,Quận Hà Đông,khac,445000000,thue,445.000.000 đ
,Huyện Đông Anh,khac,418000000,thue,418.000.000 đ
,Quận Nam Từ Liêm,khac,739000000,thue,739.000.000 đ
,Quận Nam Từ Liêm,khac,455000000,thue,455.000.000 đ
,Huyện Đông Anh,khac,260000000,thue,260.000.000 đ
,Huyện Đông Anh,khac,318000000,thue,318.000.000 đ
,Quận Cầu Giấy,khac,579000000,thue,579.000.000 đ
,Quận Tây Hồ,khac,539000000,thue,539.000.000 đ
,Quận Cầu Giấy,khac,360000000,thue,360.000.000 đ
,Quận Long Biên,khac,335000000,thue,335.000.000 đ
,Quận Nam Từ Liêm,khac,305000000,thue,305.000.000 đ
,Huyện Đông Anh,khac,425000000,thue,425.000.000 đ
,Quận Thanh Xuân,khac,380000000,thue,380.000.000 đ
