property_type,district,area_text,bedrooms,bathrooms,price_text,posted_at,price
dat,Huyện Gia Lâm,197 m2,0,0,45 tỷ,14/11/2025,45000000000.0
can_ho,Huyện Gia Lâm,75 m2,2,2,5 tỷ 125 triệu,14/11/2025,5125000000.0
nha_pho,Quận Long Biên,57 m2,5,6,15 tỷ 700 triệu,14/11/2025,15700000000.0
nha_pho,Huyện Gia Lâm,45 m2,2,1,3 tỷ 900 triệu,14/11/2025,3900000000.0
nha_pho,Huyện Gia Lâm,51 m2,2,1,5 tỷ 750 triệu,14/11/2025,5750000000.0
nha_mat_pho,Quận Long Biên,74 m2,4,3,16 tỷ 700 triệu,14/11/2025,16700000000.0
nha_mat_pho,Quận Long Biên,60 m2,5,7,19 tỷ 500 triệu,14/11/2025,19500000000.0
nha_pho,Quận Hoàng Mai,188 m2,2,1,21 tỷ,14/11/2025,21000000000.0
nha_pho,Quận Long Biên,65 m2,4,5,18 tỷ 800 triệu,14/11/2025,18800000000.0
nha_mat_pho,Quận Long Biên,162 m2,5,6,46 tỷ 200 triệu,14/11/2025,46200000000.0
nha,Huyện Gia Lâm,120 m2,5,3,13 tỷ 850 triệu,14/11/2025,13850000000.0
nha_pho,Huyện Gia Lâm,100 m2,0,0,7 tỷ 250 triệu,14/11/2025,7250000000.0
nha_pho,Quận Long Biên,163 m2,4,3,24 tỷ 700 triệu,14/11/2025,24700000000.0
dat,Huyện Gia Lâm,52 m2,0,0,3 tỷ 500 triệu,14/11/2025,3500000000.0
nha_pho,Quận Hoàng Mai,31 m2,3,4,5 tỷ 990 triệu,14/11/2025,5990000000.0
dat,Huyện Gia Lâm,381 m2,0,0,36 tỷ 900 triệu,14/11/2025,36900000000.0
nha_mat_pho,Huyện Gia Lâm,122 m2,2,1,19 tỷ 500 triệu,14/11/2025,19500000000.0
nha_pho,Quận Long Biên,47 m2,4,5,13 tỷ 500 triệu,14/11/2025,13500000000.0
nha_pho,Quận Long Biên,55 m2,12,12,10 tỷ 900 triệu,14/11/2025,10900000000.0
nha_pho,Quận Long Biên,42 m2,4,6,11 tỷ,14/11/2025,11000000000.0
biet_thu,Huyện Gia Lâm,84 m2,5,5,22 tỷ 500 triệu,14/11/2025,22500000000.0
dat,Huyện Gia Lâm,62 m2,0,0,5 tỷ 350 triệu,14/11/2025,5350000000.0
dat,Huyện Gia Lâm,40 m2,0,0,3 tỷ 850 triệu,14/11/2025,3850000000.0
nha_pho,Quận Hoàng Mai,35 m2,3,4,6 tỷ 800 triệu,14/11/2025,6800000000.0
nha_pho,Huyện Gia Lâm,32 m2,3,4,5 tỷ 100 triệu,14/11/2025,5100000000.0
nha_pho,Quận Long Biên,57 m2,5,6,16 tỷ 350 triệu,14/11/2025,16350000000.0
nha_pho,Huyện Gia Lâm,150 m2,2,1,12 tỷ,14/11/2025,12000000000.0
nha_pho,Huyện Gia Lâm,100 m2,15,6,15 tỷ 500 triệu,14/11/2025,15500000000.0
nha_pho,Quận Long Biên,45 m2,5,8,19 tỷ 300 triệu,14/11/2025,19300000000.0
nha_pho,Quận Long Biên,139 m2,4,3,22 tỷ 500 triệu,14/11/2025,22500000000.0
nha_pho,Quận Long Biên,47 m2,5,4,9 tỷ 500 triệu,14/11/2025,9500000000.0
nha_pho,Quận Long Biên,46 m2,5,6,15 tỷ 750 triệu,14/11/2025,15750000000.0
nha_mat_pho,Huyện Gia Lâm,56 m2,4,3,16 tỷ 600 triệu,14/11/2025,16600000000.0
nha_mat_pho,Quận Long Biên,80 m2,5,6,26 tỷ 500 triệu,14/11/2025,26500000000.0
nha_mat_pho,Quận Long Biên,60 m2,4,5,21 tỷ 400 triệu,14/11/2025,21400000000.0
nha_mat_pho,Quận Long Biên,105 m2,4,4,22 tỷ 800 triệu,14/11/2025,22800000000.0
nha_mat_pho,Quận Long Biên,82 m2,4,3,20 tỷ 300 triệu,14/11/2025,20300000000.0
dat,Huyện Gia Lâm,100 m2,0,0,8 tỷ 400 triệu,14/11/2025,8400000000.0
nha_mat_pho,Huyện Gia Lâm,450 m2,5,3,31 tỷ 500 triệu,14/11/2025,31500000000.0
nha_pho,Quận Hoàng Mai,47 m2,3,3,5 tỷ 750 triệu,14/11/2025,5750000000.0
nha_mat_pho,Quận Long Biên,82 m2,6,6,60 tỷ,14/11/2025,60000000000.0
nha_pho,Huyện Gia Lâm,103 m2,4,4,12 tỷ 700 triệu,14/11/2025,12700000000.0
nha_mat_pho,Quận Long Biên,92 m2,3,3,24 tỷ,14/11/2025,24000000000.0
nha_mat_pho,Quận Long Biên,72 m2,3,3,21 tỷ 350 triệu,14/11/2025,21350000000.0
nha_pho,Quận Hoàng Mai,37 m2,4,4,7 tỷ 900 triệu,14/11/2025,7900000000.0
nha_mat_pho,Huyện Gia Lâm,117 m2,4,3,11 tỷ 500 triệu,14/11/2025,11500000000.0
nha_mat_pho,Huyện Gia Lâm,97 m2,2,1,6 tỷ,14/11/2025,6000000000.0
biet_thu,Quận Long Biên,150 m2,4,4,36 tỷ 200 triệu,14/11/2025,36200000000.0
nha,Huyện Gia Lâm,64 m2,0,0,12 tỷ 400 triệu,14/11/2025,12400000000.0
biet_thu,Huyện Gia Lâm,448 m2,5,4,57 tỷ,14/11/2025,57000000000.0
biet_thu,Quận Long Biên,140 m2,4,4,33 tỷ 550 triệu,14/11/2025,33550000000.0
nha_pho,Huyện Gia Lâm,65 m2,4,2,6 tỷ 100 triệu,14/11/2025,6100000000.0
nha_pho,Huyện Gia Lâm,339 m2,5,3,23 tỷ,14/11/2025,23000000000.0
nha_pho,Huyện Gia Lâm,80 m2,2,1,5 tỷ 500 triệu,14/11/2025,5500000000.0
nha_mat_pho,Quận Long Biên,326 m2,3,1,43 tỷ,14/11/2025,43000000000.0
nha_mat_pho,Quận Hoàng Mai,70 m2,4,2,9 tỷ 990 triệu,14/11/2025,9990000000.0
nha_mat_pho,Quận Long Biên,42 m2,4,5,9 tỷ 100 triệu,14/11/2025,9100000000.0
nha_pho,Huyện Gia Lâm,142 m2,2,1,12 tỷ 900 triệu,14/11/2025,12900000000.0
nha_pho,Huyện Gia Lâm,115 m2,4,3,10 tỷ 400 triệu,14/11/2025,10400000000.0
dat,Quận Long Biên,81 m2,0,0,14 tỷ,14/11/2025,14000000000.0
nha_mat_pho,Huyện Gia Lâm,59 m2,2,1,8 tỷ 200 triệu,14/11/2025,8200000000.0
nha_pho,Huyện Gia Lâm,50 m2,2,1,4 tỷ 750 triệu,14/11/2025,4750000000.0
biet_thu,Huyện Gia Lâm,277 m2,0,0,10 tỷ 500 triệu,14/11/2025,10500000000.0
nha_pho,Quận Hoàng Mai,70 m2,0,0,8 tỷ 750 triệu,14/11/2025,8750000000.0
dat,Quận Hoàng Mai,90 m2,0,0,13 tỷ,14/11/2025,13000000000.0
nha_pho,Huyện Gia Lâm,116 m2,3,1,9 tỷ 900 triệu,14/11/2025,9900000000.0
nha_pho,Huyện Gia Lâm,120 m2,1,1,11 tỷ 500 triệu,14/11/2025,11500000000.0
nha_mat_pho,Huyện Gia Lâm,130 m2,3,2,25 tỷ 680 triệu,14/11/2025,25680000000.0
dat,Huyện Gia Lâm,300 m2,0,0,16 tỷ 500 triệu,14/11/2025,16500000000.0
nha_mat_pho,Quận Hoàng Mai,145 m2,3,2,23 tỷ 800 triệu,14/11/2025,23800000000.0
biet_thu,Quận Long Biên,134 m2,5,4,32 tỷ 550 triệu,14/11/2025,32550000000.0
nha_pho,Huyện Gia Lâm,170 m2,2,1,17 tỷ,14/11/2025,17000000000.0
biet_thu,Quận Long Biên,101 m2,5,5,33 tỷ 150 triệu,14/11/2025,33150000000.0
nha_mat_pho,Quận Long Biên,230 m2,5,5,82 tỷ 300 triệu,14/11/2025,82300000000.0
nha_mat_pho,Huyện Gia Lâm,117 m2,0,0,14 tỷ 900 triệu,14/11/2025,14900000000.0
nha_pho,Quận Long Biên,34 m2,5,5,10 tỷ 850 triệu,14/11/2025,10850000000.0
nha_pho,Quận Long Biên,56 m2,4,4,14 tỷ 500 triệu,14/11/2025,14500000000.0
dat,Huyện Gia Lâm,35 m2,0,0,8 tỷ 50 triệu,14/11/2025,8050000000.0
biet_thu,Huyện Gia Lâm,201 m2,0,0,14 tỷ 900 triệu,14/11/2025,14900000000.0
nha_pho,Huyện Gia Lâm,80 m2,18,18,15 tỷ,14/11/2025,15000000000.0
biet_thu,Huyện Gia Lâm,342 m2,5,4,88 tỷ 350 triệu,14/11/2025,88350000000.0
nha_pho,Huyện Gia Lâm,49 m2,0,0,6 tỷ 100 triệu,14/11/2025,6100000000.0
dat,Huyện Gia Lâm,44 m2,0,0,4 tỷ 450 triệu,14/11/2025,4450000000.0
nha_pho,Huyện Gia Lâm,283 m2,0,0,25 tỷ 800 triệu,14/11/2025,25800000000.0
dat,Huyện Gia Lâm,76 m2,0,0,7 tỷ 500 triệu,14/11/2025,7500000000.0
nha_pho,Quận Long Biên,42 m2,5,6,14 tỷ 700 triệu,14/11/2025,14700000000.0
nha_pho,Quận Long Biên,140 m2,4,3,22 tỷ 600 triệu,14/11/2025,22600000000.0
nha_mat_pho,Huyện Gia Lâm,87 m2,4,4,21 tỷ,14/11/2025,21000000000.0
nha_pho,Huyện Gia Lâm,168 m2,3,2,20 tỷ 300 triệu,14/11/2025,20300000000.0
nha_mat_pho,Huyện Gia Lâm,110 m2,4,3,25 tỷ,14/11/2025,25000000000.0
biet_thu,Huyện Gia Lâm,81 m2,4,4,17 tỷ 800 triệu,14/11/2025,17800000000.0
nha_mat_pho,Huyện Thanh Trì,40 m2,4,3,6 tỷ 800 triệu,14/11/2025,6800000000.0
nha_mat_pho,Quận Hoàn Kiếm,300 m2,8,8,300 tỷ,14/11/2025,300000000000.0
nha_mat_pho,Quận Cầu Giấy,103 m2,6,6,29 tỷ 900 triệu,13/11/2025,29900000000.0
nha_mat_pho,Quận Cầu Giấy,65 m2,8,4,26 tỷ 200 triệu,13/11/2025,26200000000.0
nha_mat_pho,Quận Cầu Giấy,65 m2,4,4,14 tỷ 100 triệu,13/11/2025,14100000000.0
nha_mat_pho,Quận Tây Hồ,146 m2,5,5,29 tỷ 200 triệu,13/11/2025,29200000000.0
nha_pho,Quận Cầu Giấy,131 m2,26,26,27 tỷ 380 triệu,13/11/2025,27380000000.0
nha_mat_pho,Quận Cầu Giấy,64 m2,6,6,26 tỷ 300 triệu,13/11/2025,26300000000.0
nha_mat_pho,Quận Cầu Giấy,82 m2,6,6,28 tỷ 700 triệu,13/11/2025,28700000000.0
nha_mat_pho,Quận Cầu Giấy,90 m2,5,6,19 tỷ 200 triệu,13/11/2025,19200000000.0
nha_mat_pho,Quận Cầu Giấy,99 m2,5,6,22 tỷ 900 triệu,13/11/2025,22900000000.0
nha_mat_pho,Quận Cầu Giấy,68 m2,6,8,29 tỷ 500 triệu,13/11/2025,29500000000.0
nha_mat_pho,Quận Cầu Giấy,66 m2,6,8,29 tỷ 500 triệu,13/11/2025,29500000000.0
nha_pho,Quận Cầu Giấy,95 m2,18,18,24 tỷ 800 triệu,13/11/2025,24800000000.0
nha_mat_pho,Quận Cầu Giấy,105 m2,6,6,29 tỷ 800 triệu,13/11/2025,29800000000.0
nha_mat_pho,Quận Cầu Giấy,65 m2,8,4,26 tỷ 410 triệu,13/11/2025,26410000000.0
nha_mat_pho,Quận Cầu Giấy,66 m2,6,6,26 tỷ 300 triệu,13/11/2025,26300000000.0
biet_thu,Quận Cầu Giấy,81 m2,6,6,28 tỷ 800 triệu,13/11/2025,28800000000.0
nha_mat_pho,Quận Cầu Giấy,83 m2,6,6,28 tỷ 700 triệu,13/11/2025,28700000000.0
nha,Quận Cầu Giấy,128 m2,25,25,27 tỷ 300 triệu,13/11/2025,27300000000.0
nha_mat_pho,Quận Cầu Giấy,55 m2,5,5,17 tỷ,13/11/2025,17000000000.0
nha_pho,Quận Cầu Giấy,130 m2,26,26,29 tỷ 500 triệu,13/11/2025,29500000000.0
nha_mat_pho,Quận Ba Đình,150 m2,40,40,155 tỷ,13/11/2025,155000000000.0
nha_mat_pho,Quận Tây Hồ,162 m2,15,15,190 tỷ,13/11/2025,190000000000.0
nha_mat_pho,Quận Cầu Giấy,520 m2,100,100,340 tỷ,13/11/2025,340000000000.0
nha_mat_pho,Quận Hoàn Kiếm,222 m2,1,3,173 tỷ,13/11/2025,173000000000.0
nha_mat_pho,Quận Ba Đình,50 m2,5,6,12 tỷ 899 triệu,13/11/2025,12899000000.0
nha_mat_pho,Quận Cầu Giấy,70 m2,7,5,14 tỷ 200 triệu,13/11/2025,14200000000.0
nha_mat_pho,Quận Tây Hồ,113 m2,10,5,100 tỷ,13/11/2025,100000000000.0
nha_mat_pho,Quận Hoàn Kiếm,133 m2,8,5,96 tỷ,13/11/2025,96000000000.0
nha_mat_pho,Quận Hai Bà Trưng,230 m2,6,4,155 tỷ,13/11/2025,155000000000.0
nha_mat_pho,Quận Cầu Giấy,65 m2,6,5,15 tỷ 100 triệu,13/11/2025,15100000000.0
nha_mat_pho,Quận Hoàng Mai,62 m2,6,6,20 tỷ 600 triệu,13/11/2025,20600000000.0
nha_mat_pho,Quận Hoàng Mai,65 m2,3,3,30 tỷ,13/11/2025,30000000000.0
dat,Quận Hà Đông,100 m2,0,0,13 tỷ 800 triệu,13/11/2025,13800000000.0
nha_pho,Quận Đống Đa,48 m2,4,4,20 tỷ 500 triệu,12/11/2025,20500000000.0
biet_thu,Huyện Hoài Đức,30 m2,3,3,12 tỷ,12/11/2025,12000000000.0
can_ho,Quận Hoàng Mai,79 m2,2,2,6 tỷ 900 triệu,12/11/2025,6900000000.0
can_ho,Quận Tây Hồ,186 m2,18,18,97 tỷ,12/11/2025,97000000000.0
nha_mat_pho,Quận Cầu Giấy,260 m2,1,3,115 tỷ,12/11/2025,115000000000.0
can_ho,Quận Tây Hồ,150 m2,16,16,99 tỷ,12/11/2025,99000000000.0
nha_pho,Quận Đống Đa,49 m2,5,4,12 tỷ 500 triệu,11/11/2025,12500000000.0
dat,Huyện Đan Phượng,75 m2,0,0,18 tỷ,11/11/2025,18000000000.0
can_ho,Quận Bắc Từ Liêm,74 m2,2,1,8 tỷ,11/11/2025,8000000000.0
nha_mat_pho,Quận Cầu Giấy,169 m2,48,48,175 tỷ,10/11/2025,175000000000.0
nha_mat_pho,Quận Ba Đình,269 m2,6,10,305 tỷ,10/11/2025,305000000000.0
nha_mat_pho,Quận Đống Đa,218 m2,0,0,32 tỷ,10/11/2025,32000000000.0
nha_mat_pho,Quận Cầu Giấy,150 m2,6,8,160 tỷ,10/11/2025,160000000000.0
nha_mat_pho,Quận Hai Bà Trưng,181 m2,10,8,169 tỷ,10/11/2025,169000000000.0
nha_mat_pho,Quận Hoàn Kiếm,96 m2,8,8,111 tỷ,10/11/2025,111000000000.0
dat,Huyện Hoài Đức,100 m2,0,0,3 tỷ 500 triệu,10/11/2025,3500000000.0
nha_mat_pho,Quận Hoàn Kiếm,163 m2,2,2,400 tỷ,09/11/2025,400000000000.0
nha_mat_pho,Quận Hai Bà Trưng,131 m2,6,4,98 tỷ,09/11/2025,98000000000.0
nha_mat_pho,Quận Hai Bà Trưng,114 m2,9,8,95 tỷ,09/11/2025,95000000000.0
nha_mat_pho,Quận Hoàng Mai,700 m2,1,1,115 tỷ,09/11/2025,115000000000.0
nha_mat_pho,Quận Hai Bà Trưng,112 m2,4,4,96 tỷ,09/11/2025,96000000000.0
nha_pho,Quận Ba Đình,50 m2,6,6,19 tỷ 200 triệu,08/11/2025,19200000000.0
nha_mat_pho,Quận Đống Đa,44 m2,5,5,15 tỷ 800 triệu,08/11/2025,15800000000.0
nha_mat_pho,Quận Đống Đa,45 m2,6,6,15 tỷ 900 triệu,08/11/2025,15900000000.0
nha_mat_pho,Quận Đống Đa,46 m2,6,4,12 tỷ 600 triệu,08/11/2025,12600000000.0
nha_pho,Huyện Gia Lâm,77 m2,2,1,8 tỷ 200 triệu,07/11/2025,8200000000.0
nha_pho,Quận Đống Đa,85 m2,23,23,29 tỷ 300 triệu,07/11/2025,29300000000.0
nha_pho,Quận Đống Đa,60 m2,2,2,12 tỷ,07/11/2025,12000000000.0
nha_pho,Quận Tây Hồ,39 m2,5,6,9 tỷ 200 triệu,07/11/2025,9200000000.0
nha_pho,Quận Ba Đình,56 m2,7,7,29 tỷ 600 triệu,07/11/2025,29600000000.0
nha_pho,Quận Đống Đa,37 m2,4,7,18 tỷ 800 triệu,06/11/2025,18800000000.0
nha_pho,Quận Hoàng Mai,70 m2,3,3,13 tỷ 800 triệu,06/11/2025,13800000000.0
nha_pho,Quận Đống Đa,72 m2,12,12,23 tỷ,06/11/2025,23000000000.0
nha_pho,Quận Cầu Giấy,56 m2,4,4,28 tỷ 900 triệu,06/11/2025,28900000000.0
can_ho,Huyện Thanh Trì,52 m2,10,7,11 tỷ 900 triệu,06/11/2025,11900000000.0
nha_mat_pho,Quận Đống Đa,60 m2,4,3,11 tỷ 600 triệu,06/11/2025,11600000000.0
nha_mat_pho,Quận Đống Đa,87 m2,4,4,24 tỷ 500 triệu,06/11/2025,24500000000.0
nha_pho,Quận Hà Đông,50 m2,3,4,11 tỷ 800 triệu,05/11/2025,11800000000.0
nha_pho,Quận Hà Đông,77 m2,2,2,10 tỷ 400 triệu,05/11/2025,10400000000.0
nha_pho,Quận Hà Đông,51 m2,4,3,10 tỷ 800 triệu,05/11/2025,10800000000.0
nha_pho,Quận Hà Đông,46 m2,3,2,10 tỷ,05/11/2025,10000000000.0
dat,Quận Hà Đông,64 m2,0,0,10 tỷ 900 triệu,05/11/2025,10900000000.0
nha_pho,Quận Hà Đông,57 m2,4,3,10 tỷ 800 triệu,05/11/2025,10800000000.0
nha_pho,Quận Hà Đông,55 m2,3,3,10 tỷ 600 triệu,05/11/2025,10600000000.0
nha_pho,Quận Hà Đông,54 m2,4,3,10 tỷ 100 triệu,05/11/2025,10100000000.0
nha_pho,Quận Hà Đông,66 m2,2,2,12 tỷ 600 triệu,05/11/2025,12600000000.0
nha_pho,Quận Hà Đông,46 m2,3,2,10 tỷ 500 triệu,05/11/2025,10500000000.0
nha_pho,Quận Hà Đông,42 m2,6,4,11 tỷ 700 triệu,05/11/2025,11700000000.0
nha_pho,Quận Hà Đông,54 m2,4,3,9 tỷ 700 triệu,05/11/2025,9700000000.0
nha_pho,Quận Hà Đông,58 m2,4,3,13 tỷ 300 triệu,05/11/2025,13300000000.0
nha_pho,Quận Hà Đông,50 m2,3,1,9 tỷ 600 triệu,05/11/2025,9600000000.0
nha_pho,Quận Hà Đông,52 m2,4,3,13 tỷ 700 triệu,05/11/2025,13700000000.0
nha_pho,Quận Hà Đông,54 m2,5,4,11 tỷ 500 triệu,05/11/2025,11500000000.0
nha_pho,Quận Hà Đông,59 m2,6,3,14 tỷ 300 triệu,05/11/2025,14300000000.0
nha_pho,Quận Hà Đông,54 m2,7,3,13 tỷ 500 triệu,05/11/2025,13500000000.0
nha_pho,Quận Hà Đông,43 m2,3,3,12 tỷ 100 triệu,05/11/2025,12100000000.0
nha_pho,Quận Hà Đông,48 m2,3,2,10 tỷ 300 triệu,05/11/2025,10300000000.0
nha_pho,Quận Hà Đông,44 m2,6,4,11 tỷ 500 triệu,05/11/2025,11500000000.0
nha_pho,Quận Hà Đông,50 m2,3,4,12 tỷ 400 triệu,05/11/2025,12400000000.0
nha_pho,Quận Hà Đông,48 m2,7,4,10 tỷ 100 triệu,05/11/2025,10100000000.0
nha_pho,Quận Hà Đông,60 m2,4,3,13 tỷ 100 triệu,05/11/2025,13100000000.0
nha_pho,Quận Hà Đông,47 m2,6,4,11 tỷ 300 triệu,05/11/2025,11300000000.0
nha_pho,Quận Hà Đông,68 m2,0,0,10 tỷ 500 triệu,05/11/2025,10500000000.0
nha_pho,Quận Hà Đông,54 m2,3,3,12 tỷ 100 triệu,05/11/2025,12100000000.0
nha_pho,Quận Hà Đông,74 m2,2,2,11 tỷ 500 triệu,05/11/2025,11500000000.0
nha_pho,Quận Hà Đông,89 m2,0,0,13 tỷ,05/11/2025,13000000000.0
dat,Quận Hà Đông,89 m2,0,0,13 tỷ 400 triệu,05/11/2025,13400000000.0
nha_pho,Quận Hà Đông,79 m2,5,2,12 tỷ 400 triệu,05/11/2025,12400000000.0
nha_mat_pho,Quận Hà Đông,40 m2,4,3,10 tỷ 50 triệu,05/11/2025,10050000000.0
nha_pho,Quận Hà Đông,84 m2,4,2,13 tỷ 900 triệu,05/11/2025,13900000000.0
nha_pho,Quận Hà Đông,64 m2,3,2,10 tỷ 100 triệu,05/11/2025,10100000000.0
nha_pho,Quận Hà Đông,78 m2,4,3,12 tỷ 600 triệu,05/11/2025,12600000000.0
nha_pho,Quận Hà Đông,67 m2,3,3,10 tỷ 900 triệu,05/11/2025,10900000000.0
nha_pho,Quận Hà Đông,77 m2,3,2,12 tỷ 500 triệu,05/11/2025,12500000000.0
nha_pho,Quận Hà Đông,87 m2,8,7,14 tỷ 600 triệu,05/11/2025,14600000000.0
nha_pho,Quận Hà Đông,75 m2,12,12,12 tỷ 400 triệu,05/11/2025,12400000000.0
nha_pho,Quận Hà Đông,87 m2,4,3,14 tỷ 600 triệu,05/11/2025,14600000000.0
nha_pho,Quận Hà Đông,56 m2,2,2,9 tỷ 900 triệu,05/11/2025,9900000000.0
nha_pho,Quận Hà Đông,55 m2,4,3,10 tỷ 100 triệu,05/11/2025,10100000000.0
nha_pho,Quận Hà Đông,51 m2,3,4,14 tỷ 350 triệu,05/11/2025,14350000000.0
nha_pho,Quận Hà Đông,46 m2,7,4,10 tỷ 299 triệu,05/11/2025,10299000000.0
nha_pho,Quận Hà Đông,54 m2,3,3,9 tỷ 700 triệu,05/11/2025,9700000000.0
nha_pho,Quận Hà Đông,55 m2,2,3,10 tỷ 100 triệu,05/11/2025,10100000000.0
nha_pho,Quận Hà Đông,69 m2,3,2,13 tỷ 200 triệu,05/11/2025,13200000000.0
nha_pho,Quận Hà Đông,76 m2,4,3,12 tỷ 800 triệu,05/11/2025,12800000000.0
nha_pho,Quận Hà Đông,62 m2,3,2,10 tỷ 300 triệu,05/11/2025,10300000000.0
nha_pho,Quận Hà Đông,52 m2,3,3,12 tỷ 300 triệu,05/11/2025,12300000000.0
nha_pho,Quận Hà Đông,77 m2,4,3,12 tỷ 600 triệu,05/11/2025,12600000000.0
nha_pho,Quận Hà Đông,66 m2,2,2,12 tỷ 400 triệu,05/11/2025,12400000000.0
nha_pho,Quận Hà Đông,61 m2,3,3,13 tỷ 400 triệu,05/11/2025,13400000000.0
nha_pho,Quận Hà Đông,73 m2,5,5,12 tỷ 600 triệu,05/11/2025,12600000000.0
nha_pho,Quận Hà Đông,85 m2,4,3,14 tỷ 800 triệu,05/11/2025,14800000000.0
nha_pho,Quận Hà Đông,82 m2,4,2,14 tỷ 100 triệu,05/11/2025,14100000000.0
nha_pho,Quận Hà Đông,85 m2,9,8,14 tỷ 800 triệu,05/11/2025,14800000000.0
nha_pho,Quận Hà Đông,75 m2,3,2,12 tỷ 700 triệu,05/11/2025,12700000000.0
nha_pho,Quận Hà Đông,65 m2,3,3,11 tỷ 100 triệu,05/11/2025,11100000000.0
dat,Quận Hà Đông,70 m2,0,0,9 tỷ 600 triệu,05/11/2025,9600000000.0
nha_pho,Quận Hà Đông,62 m2,3,2,10 tỷ 300 triệu,05/11/2025,10300000000.0
nha_pho,Quận Hà Đông,76 m2,4,3,12 tỷ 800 triệu,05/11/2025,12800000000.0
nha_pho,Quận Hà Đông,85 m2,3,3,11 tỷ 400 triệu,05/11/2025,11400000000.0
dat,Quận Hà Đông,66 m2,0,0,10 tỷ,05/11/2025,10000000000.0
dat,Quận Hà Đông,87 m2,0,0,13 tỷ 600 triệu,05/11/2025,13600000000.0
nha_pho,Quận Hà Đông,54 m2,7,4,13 tỷ 500 triệu,05/11/2025,13500000000.0
nha_pho,Quận Hà Đông,59 m2,6,5,14 tỷ 300 triệu,05/11/2025,14300000000.0
nha_pho,Quận Hà Đông,54 m2,4,5,13 tỷ 500 triệu,05/11/2025,13500000000.0
nha_pho,Quận Hà Đông,61 m2,6,3,14 tỷ 100 triệu,05/11/2025,14100000000.0
nha_pho,Quận Hà Đông,52 m2,4,3,13 tỷ 700 triệu,05/11/2025,13700000000.0
nha_pho,Quận Hà Đông,43 m2,3,3,12 tỷ 100 triệu,05/11/2025,12100000000.0
nha_pho,Quận Hà Đông,50 m2,6,4,11 tỷ 100 triệu,05/11/2025,11100000000.0
nha_pho,Quận Hà Đông,56 m2,7,4,13 tỷ 300 triệu,05/11/2025,13300000000.0
nha_pho,Quận Hà Đông,45 m2,3,3,11 tỷ 900 triệu,05/11/2025,11900000000.0
nha_pho,Quận Hà Đông,41 m2,3,3,12 tỷ 300 triệu,05/11/2025,12300000000.0
nha_pho,Quận Hà Đông,47 m2,6,4,11 tỷ 500 triệu,05/11/2025,11500000000.0
nha_pho,Quận Hà Đông,44 m2,3,2,10 tỷ 700 triệu,05/11/2025,10700000000.0
nha_pho,Quận Hà Đông,44 m2,7,4,10 tỷ 500 triệu,05/11/2025,10500000000.0
nha_pho,Quận Hà Đông,46 m2,8,8,10 tỷ,05/11/2025,10000000000.0
nha_pho,Quận Hà Đông,50 m2,4,4,11 tỷ 900 triệu,05/11/2025,11900000000.0
nha_pho,Quận Hà Đông,47 m2,4,4,11 tỷ 800 triệu,05/11/2025,11800000000.0
nha_pho,Quận Hà Đông,59 m2,6,5,13 tỷ 500 triệu,05/11/2025,13500000000.0
nha_mat_pho,Quận Hà Đông,50 m2,4,3,13 tỷ 700 triệu,05/11/2025,13700000000.0
nha_pho,Quận Hà Đông,74 m2,4,2,13 tỷ,05/11/2025,13000000000.0
nha_pho,Quận Hà Đông,51 m2,3,2,12 tỷ 500 triệu,05/11/2025,12500000000.0
nha_pho,Quận Hà Đông,56 m2,2,3,13 tỷ 500 triệu,05/11/2025,13500000000.0
nha_pho,Quận Hà Đông,75 m2,5,3,12 tỷ 800 triệu,05/11/2025,12800000000.0
dat,Quận Hà Đông,74 m2,0,0,10 tỷ 200 triệu,05/11/2025,10200000000.0
nha_pho,Quận Hà Đông,52 m2,7,7,13 tỷ 700 triệu,05/11/2025,13700000000.0
dat,Quận Hà Đông,52 m2,0,0,10 tỷ 300 triệu,05/11/2025,10300000000.0
nha_pho,Quận Hà Đông,51 m2,2,3,10 tỷ 500 triệu,05/11/2025,10500000000.0
nha_pho,Quận Hà Đông,49 m2,6,4,11 tỷ,05/11/2025,11000000000.0
dat,Quận Hà Đông,51 m2,0,0,10 tỷ 500 triệu,05/11/2025,10500000000.0
nha_pho,Quận Hà Đông,51 m2,4,3,10 tỷ 500 triệu,05/11/2025,10500000000.0
nha_pho,Quận Hà Đông,64 m2,2,2,12 tỷ 600 triệu,05/11/2025,12600000000.0
nha_pho,Quận Hà Đông,80 m2,4,3,14 tỷ 300 triệu,05/11/2025,14300000000.0
nha_pho,Quận Hà Đông,50 m2,3,3,10 tỷ 100 triệu,05/11/2025,10100000000.0
nha_pho,Quận Hà Đông,73 m2,3,2,12 tỷ 950 triệu,05/11/2025,12950000000.0
nha_pho,Quận Hà Đông,57 m2,3,3,11 tỷ,05/11/2025,11000000000.0
nha_pho,Quận Hà Đông,60 m2,3,2,10 tỷ 500 triệu,05/11/2025,10500000000.0
nha_pho,Quận Hà Đông,70 m2,2,3,11 tỷ 900 triệu,05/11/2025,11900000000.0
dat,Quận Hà Đông,85 m2,0,0,13 tỷ 400 triệu,05/11/2025,13400000000.0
nha_mat_pho,Quận Hà Đông,28 m2,6,5,11 tỷ 600 triệu,05/11/2025,11600000000.0
nha_mat_pho,Quận Hà Đông,68 m2,2,2,14 tỷ,05/11/2025,14000000000.0
nha_pho,Quận Hà Đông,44 m2,6,4,10 tỷ 700 triệu,05/11/2025,10700000000.0
