property_type,district,area_text,bedrooms,bathrooms,price_text,posted_at,price
can_ho,Quận Nam Từ Liêm,60 m2,15,15,15 tỷ,26/03/2026,15000000000.0
nha_mat_pho,Quận Nam Từ Liêm,97 m2,7,7,22 tỷ 500 triệu,26/03/2026,22500000000.0
nha_mat_pho,Quận Thanh Xuân,160 m2,0,0,26 tỷ 500 triệu,26/03/2026,26500000000.0
nha_pho,Huyện Thanh Trì,38 m2,4,4,8 tỷ 700 triệu,26/03/2026,8700000000.0
biet_thu,Quận Hà Đông,83 m2,4,6,20 tỷ 500 triệu,26/03/2026,20500000000.0
nha_pho,Quận Hà Đông,130 m2,33,33,32 tỷ,26/03/2026,32000000000.0
nha_pho,Quận Nam Từ Liêm,78 m2,20,21,21 tỷ 500 triệu,26/03/2026,21500000000.0
nha_pho,Quận Đống Đa,55 m2,11,11,13 tỷ 500 triệu,26/03/2026,13500000000.0
nha_pho,Quận Thanh Xuân,50 m2,10,10,16 tỷ 500 triệu,26/03/2026,16500000000.0
nha_pho,Quận Cầu Giấy,40 m2,10,10,10 tỷ,26/03/2026,10000000000.0
biet_thu,Quận Nam Từ Liêm,140 m2,4,6,52 tỷ 500 triệu,26/03/2026,52500000000.0
nha_mat_pho,Quận Nam Từ Liêm,130 m2,18,20,43 tỷ 500 triệu,26/03/2026,43500000000.0
nha_mat_pho,Quận Cầu Giấy,40 m2,4,4,23 tỷ,26/03/2026,23000000000.0
nha_mat_pho,Quận Hà Đông,90 m2,4,6,24 tỷ 500 triệu,26/03/2026,24500000000.0
nha_pho,Quận Thanh Xuân,45 m2,4,4,12 tỷ 500 triệu,26/03/2026,12500000000.0
nha_pho,Quận Nam Từ Liêm,37 m2,4,4,8 tỷ,26/03/2026,8000000000.0
nha_pho,Quận Nam Từ Liêm,90 m2,2,1,14 tỷ,26/03/2026,14000000000.0
nha_mat_pho,Quận Hà Đông,110 m2,4,4,36 tỷ 500 triệu,26/03/2026,36500000000.0
nha_pho,Quận Đống Đa,110 m2,36,37,41 tỷ,26/03/2026,41000000000.0
dat,Quận Nam Từ Liêm,120 m2,0,0,30 tỷ,26/03/2026,30000000000.0
nha_mat_pho,Quận Hà Đông,45 m2,4,4,21 tỷ,26/03/2026,21000000000.0
nha_mat_pho,Quận Hà Đông,114 m2,4,4,21 tỷ,26/03/2026,21000000000.0
nha_pho,Quận Đống Đa,75 m2,12,12,22 tỷ,26/03/2026,22000000000.0
nha_mat_pho,Quận Thanh Xuân,86 m2,6,7,53 tỷ 500 triệu,26/03/2026,53500000000.0
can_ho,Quận Nam Từ Liêm,81 m2,20,20,37 tỷ,26/03/2026,37000000000.0
nha_pho,Quận Nam Từ Liêm,104 m2,4,4,15 tỷ 800 triệu,26/03/2026,15800000000.0
nha_mat_pho,Quận Cầu Giấy,50 m2,6,8,37 tỷ,26/03/2026,37000000000.0
nha_pho,Quận Thanh Xuân,53 m2,10,10,15 tỷ 500 triệu,26/03/2026,15500000000.0
nha_mat_pho,Quận Ba Đình,109 m2,16,16,67 tỷ,26/03/2026,67000000000.0
nha_pho,Huyện Phú Xuyên,50 m2,1,1,1 tỷ 970 triệu,25/03/2026,1970000000.0
dat,Huyện Chương Mỹ,81 m2,0,0,1 tỷ 763 triệu,25/03/2026,1763000000.0
nha_pho,Quận Bắc Từ Liêm,39 m2,3,3,11 tỷ 900 triệu,25/03/2026,11900000000.0
can_ho,Huyện Thanh Trì,65 m2,2,1,4 tỷ 350 triệu,24/03/2026,4350000000.0
nha_mat_pho,Quận Thanh Xuân,40 m2,6,5,12 tỷ,24/03/2026,12000000000.0
nha_mat_pho,Quận Thanh Xuân,40 m2,4,5,13 tỷ,24/03/2026,13000000000.0
nha_mat_pho,Quận Thanh Xuân,36 m2,3,5,10 tỷ,24/03/2026,10000000000.0
nha_pho,Quận Bắc Từ Liêm,39 m2,3,3,11 tỷ 900 triệu,24/03/2026,11900000000.0
nha_pho,Quận Nam Từ Liêm,30 m2,4,4,8 tỷ 400 triệu,24/03/2026,8400000000.0
nha_pho,Quận Nam Từ Liêm,39 m2,3,3,8 tỷ 900 triệu,24/03/2026,8900000000.0
nha_pho,Quận Nam Từ Liêm,30 m2,3,3,7 tỷ 850 triệu,24/03/2026,7850000000.0
dat,Huyện Đông Anh,162 m2,0,0,10 tỷ 690 triệu,23/03/2026,10690000000.0
nha_mat_pho,Huyện Đông Anh,87 m2,0,0,13 tỷ 527 triệu,23/03/2026,13527000000.0
dat,Huyện Đông Anh,92 m2,0,0,19 tỷ 390 triệu,23/03/2026,19390000000.0
nha_pho,Quận Thanh Xuân,87 m2,4,5,24 tỷ,20/03/2026,24000000000.0
can_ho,Quận Bắc Từ Liêm,75 m2,2,2,6 tỷ 400 triệu,19/03/2026,6400000000.0
can_ho,Huyện Gia Lâm,76 m2,3,2,5 tỷ 399 triệu,19/03/2026,5399000000.0
can_ho,Quận Bắc Từ Liêm,100 m2,3,2,8 tỷ 300 triệu,19/03/2026,8300000000.0
nha,Quận Hà Đông,65 m2,16,16,16 tỷ,17/03/2026,16000000000.0
nha_pho,Quận Thanh Xuân,38 m2,4,6,9 tỷ 728 triệu,14/03/2026,9728000000.0
nha_pho,Quận Hà Đông,65 m2,0,0,13 tỷ,14/03/2026,13000000000.0
nha_pho,Quận Hai Bà Trưng,20 m2,2,2,4 tỷ 500 triệu,13/03/2026,4500000000.0
can_ho,Quận Hà Đông,141 m2,3,2,11 tỷ 820 triệu,12/03/2026,11820000000.0
nha_pho,Quận Nam Từ Liêm,36 m2,6,5,9 tỷ 900 triệu,12/03/2026,9900000000.0
nha_pho,Quận Bắc Từ Liêm,36 m2,4,4,8 tỷ 777 triệu,11/03/2026,8777000000.0
nha_pho,Quận Bắc Từ Liêm,70 m2,2,2,7 tỷ,11/03/2026,7000000000.0
nha,Quận Cầu Giấy,82 m2,5,5,30 tỷ 500 triệu,11/03/2026,30500000000.0
dat,Quận Hà Đông,50 m2,0,0,11 tỷ,10/03/2026,11000000000.0
nha_pho,Quận Nam Từ Liêm,40 m2,3,2,6 tỷ,09/03/2026,6000000000.0
nha_pho,Quận Long Biên,32 m2,3,4,68.000 đ,07/03/2026,
biet_thu,Quận Hà Đông,120 m2,4,4,26 tỷ,07/03/2026,26000000000.0
nha_pho,Quận Bắc Từ Liêm,52 m2,4,3,8 tỷ 898 triệu,04/03/2026,8898000000.0
nha_pho,Quận Bắc Từ Liêm,30 m2,3,3,5 tỷ 400 triệu,04/03/2026,5400000000.0
biet_thu,Huyện Đan Phượng,120 m2,6,6,20 tỷ,01/03/2026,20000000000.0
biet_thu,Huyện Hoài Đức,135 m2,6,6,27 tỷ,01/03/2026,27000000000.0
biet_thu,Huyện Đông Anh,75 m2,0,5,17 tỷ,01/03/2026,17000000000.0
dat,Huyện Phúc Thọ,165 m2,0,0,1 tỷ 750 triệu,01/03/2026,1750000000.0
biet_thu,Huyện Đông Anh,75 m2,6,6,29 tỷ,01/03/2026,29000000000.0
can_ho,Huyện Đông Anh,74 m2,2,2,3 tỷ 100 triệu,01/03/2026,3100000000.0
nha_pho,Huyện Đông Anh,90 m2,0,5,17 tỷ,01/03/2026,17000000000.0
biet_thu,Huyện Đông Anh,85 m2,6,6,15 tỷ 200 triệu,01/03/2026,15200000000.0
can_ho,Huyện Gia Lâm,115 m2,3,2,7 tỷ 800 triệu,01/03/2026,7800000000.0
can_ho,Huyện Gia Lâm,38 m2,1,1,2 tỷ 350 triệu,01/03/2026,2350000000.0
dat,Huyện Phúc Thọ,165 m2,0,0,1 tỷ 750 triệu,01/03/2026,1750000000.0
biet_thu,Huyện Đan Phượng,248 m2,6,6,17 tỷ 900 triệu,01/03/2026,17900000000.0
nha_pho,Quận Tây Hồ,2631 m2,3,2,1 tỷ 200 triệu,01/03/2026,1200000000.0
nha_pho,Huyện Đông Anh,159 m2,0,0,13 tỷ 515 triệu,28/02/2026,13515000000.0
can_ho,Quận Tây Hồ,100 m2,3,2,10 tỷ 200 triệu,28/02/2026,10200000000.0
nha_pho,Quận Cầu Giấy,55 m2,9,5,12 tỷ 900 triệu,27/02/2026,12900000000.0
can_ho,Quận Tây Hồ,123 m2,3,2,8 tỷ 800 triệu,26/02/2026,8800000000.0
can_ho,Quận Tây Hồ,90 m2,3,2,5 tỷ 650 triệu,26/02/2026,5650000000.0
dat,Huyện Đông Anh,41 m2,0,0,5 tỷ 150 triệu,24/02/2026,5150000000.0
dat,Huyện Đông Anh,70 m2,0,0,5 tỷ 800 triệu,24/02/2026,5800000000.0
dat,Huyện Thạch Thất,108 m2,0,0,3 tỷ 850 triệu,23/02/2026,3850000000.0
dat,Huyện Đông Anh,50 m2,0,0,5 tỷ 200 triệu,22/02/2026,5200000000.0
dat,Huyện Quốc Oai,150 m2,0,0,3 tỷ 500 triệu,22/02/2026,3500000000.0
dat,Huyện Ba Vì,305 m2,0,0,2 tỷ 370 triệu,21/02/2026,2370000000.0
nha_mat_pho,Quận Hoàn Kiếm,89 m2,3,5,100 tỷ,12/02/2026,100000000000.0
nha_pho,Quận Tây Hồ,21 m2,2,4,7 tỷ 600 triệu,09/02/2026,7600000000.0
nha_pho,Quận Tây Hồ,21 m2,2,4,7 tỷ 600 triệu,09/02/2026,7600000000.0
can_ho,Quận Thanh Xuân,124 m2,3,2,11 tỷ 800 triệu,04/02/2026,11800000000.0
can_ho,Quận Cầu Giấy,116 m2,3,2,12 tỷ 900 triệu,04/02/2026,12900000000.0
can_ho,Quận Cầu Giấy,105 m2,3,2,9 tỷ 800 triệu,04/02/2026,9800000000.0
can_ho,Quận Nam Từ Liêm,105 m2,3,2,10 tỷ 800 triệu,04/02/2026,10800000000.0
can_ho,Quận Thanh Xuân,100 m2,3,1,11 tỷ 800 triệu,04/02/2026,11800000000.0
can_ho,Quận Cầu Giấy,67 m2,2,1,5 tỷ 800 triệu,04/02/2026,5800000000.0
can_ho,Quận Thanh Xuân,115 m2,3,1,10 tỷ,04/02/2026,10000000000.0
can_ho,Quận Cầu Giấy,98 m2,3,2,10 tỷ,04/02/2026,10000000000.0
can_ho,Quận Cầu Giấy,85 m2,2,2,10 tỷ,04/02/2026,10000000000.0
can_ho,Quận Cầu Giấy,125 m2,3,3,12 tỷ 500 triệu,04/02/2026,12500000000.0
can_ho,Quận Thanh Xuân,105 m2,3,2,9 tỷ 500 triệu,04/02/2026,9500000000.0
can_ho,Quận Đống Đa,110 m2,3,2,11 tỷ,04/02/2026,11000000000.0
can_ho,Quận Cầu Giấy,108 m2,3,2,13 tỷ,04/02/2026,13000000000.0
can_ho,Quận Nam Từ Liêm,70 m2,2,2,6 tỷ 500 triệu,04/02/2026,6500000000.0
can_ho,Quận Nam Từ Liêm,135 m2,3,2,10 tỷ 900 triệu,04/02/2026,10900000000.0
can_ho,Quận Nam Từ Liêm,78 m2,2,2,7 tỷ 600 triệu,04/02/2026,7600000000.0
nha_pho,Quận Đống Đa,10 m2,3,2,1 tỷ 680 triệu,30/01/2026,1680000000.0
nha_mat_pho,Quận Hoàng Mai,22 m2,3,2,6 tỷ 850 triệu,30/01/2026,6850000000.0
nha_pho,Quận Hoàng Mai,31 m2,3,3,6 tỷ 700 triệu,30/01/2026,6700000000.0
nha_mat_pho,Quận Hoàng Mai,39 m2,3,4,8 tỷ 600 triệu,30/01/2026,8600000000.0
nha_pho,Quận Hoàng Mai,30 m2,3,4,6980 tỷ,30/01/2026,6980000000000.0
can_ho,Quận Hoàng Mai,59 m2,2,2,5 tỷ 500 triệu,30/01/2026,5500000000.0
dat,Huyện Đông Anh,76 m2,0,0,7 tỷ 200 triệu,30/01/2026,7200000000.0
nha_pho,Quận Hoàng Mai,44 m2,4,4,9 tỷ 400 triệu,30/01/2026,9400000000.0
nha_pho,Quận Hai Bà Trưng,46 m2,4,3,8 tỷ 600 triệu,30/01/2026,8600000000.0
can_ho,Quận Hai Bà Trưng,193 m2,0,0,23 tỷ 932 triệu,28/01/2026,23932000000.0
can_ho,Quận Hoàn Kiếm,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Bắc Từ Liêm,193 m2,1,1,23 tỷ 932 triệu,28/01/2026,23932000000.0
dat,Quận Cầu Giấy,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Hai Bà Trưng,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
dat,Huyện Gia Lâm,65 m2,0,0,8 tỷ,28/01/2026,8000000000.0
nha_pho,Quận Hà Đông,193 m2,1,1,24 tỷ,28/01/2026,24000000000.0
dat,Quận Hai Bà Trưng,65 m2,0,0,8 tỷ,28/01/2026,8000000000.0
nha_mat_pho,Quận Hai Bà Trưng,193 m2,1,1,24 tỷ,28/01/2026,24000000000.0
can_ho,Quận Hai Bà Trưng,193 m2,10,10,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Hai Bà Trưng,195 m2,3,2,24 tỷ 180 triệu,28/01/2026,24180000000.0
can_ho,Quận Bắc Từ Liêm,193 m2,3,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,3,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,4,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,3,3,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Ba Đình,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,3,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,200 m2,4,2,24 tỷ,28/01/2026,24000000000.0
dat,Quận Hai Bà Trưng,200 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Hoàn Kiếm,193 m2,1,1,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,1,1,23 tỷ 932 triệu,28/01/2026,23932000000.0
can_ho,Quận Hai Bà Trưng,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Hai Bà Trưng,193 m2,0,0,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,1,1,23 tỷ 932 triệu,28/01/2026,23932000000.0
dat,Quận Hai Bà Trưng,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
dat,Quận Cầu Giấy,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
can_ho,Quận Hai Bà Trưng,193 m2,4,2,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Hai Bà Trưng,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,3,2,24 tỷ,28/01/2026,24000000000.0
dat,Quận Hai Bà Trưng,193 m2,0,0,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,3,2,24 tỷ,28/01/2026,24000000000.0
dat,Quận Hai Bà Trưng,193 m2,0,0,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Long Biên,193 m2,3,2,24 tỷ,28/01/2026,24000000000.0
dat,Quận Hoàng Mai,193 m2,0,0,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Cầu Giấy,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,4,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Cầu Giấy,200 m2,4,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Bắc Từ Liêm,193 m2,2,2,24 tỷ,28/01/2026,24000000000.0
can_ho,Quận Hai Bà Trưng,200 m2,0,0,124 triệu,28/01/2026,124000000.0
can_ho,Quận Hai Bà Trưng,193 m2,1,1,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,1,1,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Tây Hồ,193 m2,1,1,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_mat_pho,Quận Hai Bà Trưng,64 m2,0,0,8 tỷ,28/01/2026,8000000000.0
nha_pho,Quận Nam Từ Liêm,64 m2,0,0,8 tỷ,28/01/2026,8000000000.0
nha_pho,Quận Ba Đình,193 m2,3,3,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Cầu Giấy,193 m2,3,2,23 tỷ 932 triệu,28/01/2026,23932000000.0
can_ho,Quận Hai Bà Trưng,193 m2,0,0,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Thanh Xuân,193 m2,4,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hoàng Mai,195 m2,3,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hoàn Kiếm,193 m2,1,1,23 tỷ 932 triệu,28/01/2026,23932000000.0
can_ho,Quận Hai Bà Trưng,193 m2,4,2,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Nam Từ Liêm,193 m2,3,2,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Hai Bà Trưng,200 m2,2,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hà Đông,193 m2,2,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Nam Từ Liêm,193 m2,2,2,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Hai Bà Trưng,193 m2,2,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Cầu Giấy,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Ba Đình,200 m2,3,2,24 tỷ,28/01/2026,24000000000.0
nha,Quận Hai Bà Trưng,193 m2,4,2,124 triệu,28/01/2026,124000000.0
can_ho,Huyện Hoài Đức,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Hai Bà Trưng,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
biet_thu,Quận Ba Đình,193 m2,1,0,24 tỷ,28/01/2026,24000000000.0
biet_thu,Quận Hai Bà Trưng,193 m2,1,1,24 tỷ,28/01/2026,24000000000.0
dat,Quận Hai Bà Trưng,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
can_ho,Quận Hai Bà Trưng,193 m2,1,1,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Hai Bà Trưng,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
dat,Quận Hoàng Mai,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
dat,Quận Hai Bà Trưng,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Thanh Xuân,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Hai Bà Trưng,193 m2,3,2,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Hai Bà Trưng,195 m2,3,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hoàn Kiếm,193 m2,4,2,24 tỷ,28/01/2026,24000000000.0
can_ho,Quận Thanh Xuân,193 m2,0,0,23 tỷ 932 triệu,28/01/2026,23932000000.0
dat,Quận Tây Hồ,193 m2,0,0,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_mat_pho,Quận Thanh Xuân,193 m2,4,2,24 tỷ,28/01/2026,24000000000.0
can_ho,Quận Hai Bà Trưng,193 m2,2,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,4,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Tây Hồ,200 m2,4,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,200 m2,4,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Nam Từ Liêm,193 m2,1,1,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Hai Bà Trưng,193 m2,0,0,124 triệu,28/01/2026,124000000.0
can_ho,Quận Hai Bà Trưng,193 m2,4,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,4,2,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_mat_pho,Quận Đống Đa,193 m2,3,2,24 tỷ,28/01/2026,24000000000.0
can_ho,Quận Hai Bà Trưng,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_pho,Huyện Đông Anh,193 m2,4,2,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Đống Đa,193 m2,3,2,24 tỷ,28/01/2026,24000000000.0
can_ho,Quận Hai Bà Trưng,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,3,2,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Đống Đa,195 m2,3,2,24 tỷ 180 triệu,28/01/2026,24180000000.0
dat,Quận Hai Bà Trưng,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
dat,Quận Hai Bà Trưng,193 m2,0,0,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,4,2,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Thanh Xuân,193 m2,3,2,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Đống Đa,193 m2,20,20,23 tỷ 932 triệu,28/01/2026,23932000000.0
nha_pho,Quận Tây Hồ,193 m2,1,1,24 tỷ,28/01/2026,24000000000.0
dat,Quận Cầu Giấy,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Thanh Xuân,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_pho,Quận Hai Bà Trưng,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
nha_mat_pho,Quận Đống Đa,193 m2,0,0,24 tỷ,28/01/2026,24000000000.0
dat,Huyện Thạch Thất,103 m2,0,0,2 tỷ 980 triệu,28/01/2026,2980000000.0
nha_mat_pho,Quận Đống Đa,68 m2,5,5,39 tỷ,26/01/2026,39000000000.0
can_ho,Quận Hai Bà Trưng,52 m2,2,2,2 tỷ 650 triệu,26/01/2026,2650000000.0
nha_pho,Quận Thanh Xuân,40 m2,5,4,11 tỷ 800 triệu,26/01/2026,11800000000.0
can_ho,Quận Ba Đình,91 m2,2,2,9 tỷ 600 triệu,26/01/2026,9600000000.0
dat,Huyện Thạch Thất,99 m2,0,0,3 tỷ 150 triệu,26/01/2026,3150000000.0
dat,Huyện Quốc Oai,112 m2,0,0,3 tỷ,26/01/2026,3000000000.0
dat,Huyện Thạch Thất,99 m2,0,0,3 tỷ 200 triệu,26/01/2026,3200000000.0
can_ho,Quận Ba Đình,130 m2,3,2,13 tỷ 650 triệu,26/01/2026,13650000000.0
nha_pho,Quận Đống Đa,36 m2,4,4,11 tỷ,25/01/2026,11000000000.0
nha_pho,Quận Thanh Xuân,34 m2,5,5,9 tỷ 800 triệu,25/01/2026,9800000000.0
nha_pho,Quận Đống Đa,33 m2,3,3,10 tỷ 300 triệu,25/01/2026,10300000000.0
nha_pho,Quận Đống Đa,45 m2,7,7,19 tỷ 500 triệu,25/01/2026,19500000000.0
nha_pho,Quận Đống Đa,51 m2,1,1,13 tỷ 600 triệu,25/01/2026,13600000000.0
nha_pho,Quận Đống Đa,84 m2,4,4,27 tỷ 900 triệu,25/01/2026,27900000000.0
nha_pho,Quận Thanh Xuân,32 m2,4,4,13 tỷ 500 triệu,25/01/2026,13500000000.0
nha_pho,Quận Hai Bà Trưng,15 m2,2,1,3 tỷ 250 triệu,25/01/2026,3250000000.0
nha_pho,Quận Hoàng Mai,20 m2,2,2,5 tỷ 500 triệu,25/01/2026,5500000000.0
nha_mat_pho,Quận Hoàng Mai,21 m2,2,2,7 tỷ,25/01/2026,7000000000.0
nha_pho,Quận Thanh Xuân,25 m2,2,2,5 tỷ 680 triệu,25/01/2026,5680000000.0
nha_pho,Quận Hai Bà Trưng,42 m2,4,4,12 tỷ 850 triệu,25/01/2026,12850000000.0
nha_pho,Quận Hai Bà Trưng,60 m2,20,20,15 tỷ 500 triệu,25/01/2026,15500000000.0
nha_pho,Quận Hoàng Mai,30 m2,4,4,9 tỷ 800 triệu,25/01/2026,9800000000.0
nha_pho,Quận Cầu Giấy,50 m2,15,15,15 tỷ 500 triệu,25/01/2026,15500000000.0
nha_pho,Quận Long Biên,35 m2,5,5,11 tỷ 500 triệu,25/01/2026,11500000000.0
nha_pho,Quận Hai Bà Trưng,40 m2,4,4,12 tỷ 800 triệu,25/01/2026,12800000000.0
nha_pho,Quận Hoàng Mai,95 m2,30,30,28 tỷ 500 triệu,25/01/2026,28500000000.0
nha_pho,Quận Long Biên,72 m2,6,6,20 tỷ 800 triệu,25/01/2026,20800000000.0
nha_pho,Quận Hai Bà Trưng,54 m2,1,1,9 tỷ 600 triệu,25/01/2026,9600000000.0
nha_pho,Quận Hoàng Mai,35 m2,3,3,8 tỷ 600 triệu,25/01/2026,8600000000.0
nha_pho,Quận Hai Bà Trưng,38 m2,1,1,7 tỷ 350 triệu,25/01/2026,7350000000.0
nha_pho,Quận Hoàn Kiếm,16 m2,2,2,7 tỷ 550 triệu,25/01/2026,7550000000.0
nha_pho,Quận Hoàng Mai,24 m2,2,2,6 tỷ 290 triệu,25/01/2026,6290000000.0
nha_pho,Quận Hoàng Mai,63 m2,6,4,13 tỷ 800 triệu,25/01/2026,13800000000.0
nha_pho,Quận Hai Bà Trưng,36 m2,3,3,15 tỷ,25/01/2026,15000000000.0
nha_pho,Quận Hai Bà Trưng,22 m2,2,2,5 tỷ 200 triệu,25/01/2026,5200000000.0
nha_pho,Quận Hai Bà Trưng,21 m2,2,2,4 tỷ 500 triệu,25/01/2026,4500000000.0
nha_pho,Quận Hoàng Mai,75 m2,1,1,10 tỷ 500 triệu,25/01/2026,10500000000.0
nha_pho,Quận Đống Đa,28 m2,4,3,7 tỷ 680 triệu,25/01/2026,7680000000.0
nha_pho,Quận Hai Bà Trưng,33 m2,8,8,9 tỷ 100 triệu,25/01/2026,9100000000.0
nha_pho,Quận Tây Hồ,38 m2,4,4,13 tỷ 950 triệu,25/01/2026,13950000000.0
nha_pho,Quận Đống Đa,32 m2,3,4,9 tỷ 500 triệu,25/01/2026,9500000000.0
nha_pho,Quận Ba Đình,30 m2,2,2,2 tỷ 650 triệu,25/01/2026,2650000000.0
nha_pho,Quận Hoàng Mai,31 m2,3,3,9 tỷ 500 triệu,25/01/2026,9500000000.0
nha_pho,Quận Hai Bà Trưng,62 m2,4,7,26 tỷ 500 triệu,25/01/2026,26500000000.0
nha_pho,Quận Đống Đa,48 m2,2,2,13 tỷ,25/01/2026,13000000000.0
nha_pho,Quận Đống Đa,38 m2,2,2,9 tỷ 500 triệu,25/01/2026,9500000000.0
nha_pho,Quận Long Biên,30 m2,3,3,9 tỷ 350 triệu,25/01/2026,9350000000.0
nha_pho,Quận Hai Bà Trưng,40 m2,4,3,9 tỷ 300 triệu,25/01/2026,9300000000.0
nha_pho,Quận Hai Bà Trưng,32 m2,3,4,8 tỷ 200 triệu,25/01/2026,8200000000.0
nha_pho,Quận Hai Bà Trưng,43 m2,0,0,6 tỷ 500 triệu,25/01/2026,6500000000.0
nha_pho,Quận Hai Bà Trưng,53 m2,4,4,14 tỷ 800 triệu,25/01/2026,14800000000.0
nha_pho,Quận Hai Bà Trưng,31 m2,3,3,7 tỷ 800 triệu,25/01/2026,7800000000.0
nha_pho,Quận Hai Bà Trưng,13 m2,2,1,4 tỷ 100 triệu,25/01/2026,4100000000.0
nha_pho,Quận Hai Bà Trưng,55 m2,4,5,10 tỷ 900 triệu,25/01/2026,10900000000.0
nha_pho,Quận Ba Đình,37 m2,5,5,11 tỷ 800 triệu,25/01/2026,11800000000.0
